complex_id,name,genes,mod,replace
H7683_17115-MONOMER,,,mg2(4),
H7683_17120-MONOMER,,,zn2(2),
H7683_17130-MONOMER,,,mg2(1),
H7683_17135-MONOMER,,,ni2(1),
H7683_17185-MONOMER,,,zn2(2),
H7683_17210-MONOMER,,,mg2(1),
H7683_17210-MONOMER,,,mn2(1),
H7683_17335-MONOMER,,,fmn(1),
H7683_17360-MONOMER,,,mg2(1),
H7683_17360-MONOMER,,,cobalt2(1),
H7683_17360-MONOMER,,,mn2(1),
H7683_17360-MONOMER,,,fe2(1),
H7683_17360-MONOMER,,,ca2(1),
H7683_17505-MONOMER,,,fad(1),
H7683_17550-MONOMER,,,mg2(2),
H7683_17635-MONOMER,,,fe2(1) AND zn2(1),
H7683_17635-MONOMER,,,mn2(1) AND zn2(1),
H7683_17635-MONOMER,,,cobalt2(1) AND zn2(1),
H7683_17665-MONOMER,,,mg2(1),
H7683_17805-MONOMER,,,mg2(1),
H7683_17805-MONOMER,,,ca2(1),
H7683_17965-MONOMER,,,mg2(1),
H7683_17965-MONOMER,,,mn2(1),
H7683_17965-MONOMER,,,ca2(1),
H7683_17965-MONOMER,,,zn2(1),
H7683_17965-MONOMER,,,cu2(1),
H7683_17965-MONOMER,,,cd2(1),
H7683_17965-MONOMER,,,cobalt2(1),
H7683_17965-MONOMER,,,ni2(1),
H7683_18145-MONOMER,,,mg2(1),
H7683_18195-MONOMER,,,fad(1),
H7683_18205-MONOMER,,,mg2(1),
H7683_18255-MONOMER,,,mg2(1),
H7683_18265-MONOMER,,,mg2(1),
H7683_18275-MONOMER,,,fad(1),
H7683_18280-MONOMER,,,zn2(2),
H7683_18330-MONOMER,,,pan4p(1),
H7683_18330-MONOMER,,,pan4p(1) AND ac(1),
H7683_18330-MONOMER,,,pan4p(1) AND mal(1),
H7683_18330-MONOMER,,,pan4p(1) AND but2e(1),
H7683_18330-MONOMER,,,pan4p(1) AND act(1),
H7683_18330-MONOMER,,,pan4p(1) AND but(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3ha(1),
H7683_18330-MONOMER,,,pan4p(1) AND egme(1),
H7683_18330-MONOMER,,,pan4p(1) AND ogme(1),
H7683_18330-MONOMER,,,pan4p(1) AND gme(1),
H7683_18330-MONOMER,,,pan4p(1) AND hgme(1),
H7683_18330-MONOMER,,,pan4p(1) AND thex2e(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3ohex(1),
H7683_18330-MONOMER,,,pan4p(1) AND hex(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hhex(1),
H7683_18330-MONOMER,,,pan4p(1) AND pim(1),
H7683_18330-MONOMER,,,pan4p(1) AND epme(1),
H7683_18330-MONOMER,,,pan4p(1) AND opme(1),
H7683_18330-MONOMER,,,pan4p(1) AND pme(1),
H7683_18330-MONOMER,,,pan4p(1) AND hpme(1),
H7683_18330-MONOMER,,,pan4p(1) AND toct2e(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3ooct(1),
H7683_18330-MONOMER,,,pan4p(1) AND oc(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hoct(1),
H7683_18330-MONOMER,,,pan4p(1) AND tdec2e(1),
H7683_18330-MONOMER,,,pan4p(1) AND cdec3e(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3odec(1),
H7683_18330-MONOMER,,,pan4p(1) AND dca(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hdec(1),
H7683_18330-MONOMER,,,pan4p(1) AND t3c5ddece(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
H7683_18330-MONOMER,,,pan4p(1) AND tddec2e(1),
H7683_18330-MONOMER,,,pan4p(1) AND cddec5e(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3oddec(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
H7683_18330-MONOMER,,,pan4p(1) AND ddca(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hddec(1),
H7683_18330-MONOMER,,,pan4p(1) AND t3c7mrse(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
H7683_18330-MONOMER,,,pan4p(1) AND tde(1),
H7683_18330-MONOMER,,,pan4p(1) AND tmrs2e(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3omrs(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
H7683_18330-MONOMER,,,pan4p(1) AND myrs(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hmrs(1),
H7683_18330-MONOMER,,,pan4p(1) AND t3c9palme(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
H7683_18330-MONOMER,,,pan4p(1) AND hde(1),
H7683_18330-MONOMER,,,pan4p(1) AND tpalm2e(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3opalm(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
H7683_18330-MONOMER,,,pan4p(1) AND palm(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hpalm(1),
H7683_18330-MONOMER,,,pan4p(1) AND t3c11vace(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
H7683_18330-MONOMER,,,pan4p(1) AND toctd2e(1),
H7683_18330-MONOMER,,,pan4p(1) AND octe(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3ooctd(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
H7683_18330-MONOMER,,,pan4p(1) AND ocdca(1),
H7683_18330-MONOMER,,,pan4p(1) AND 3hocta(1),
H7683_18340-MONOMER,,,pydx5p(1),
H7683_18350-MONOMER,,,mg2(1),
H7683_18680-MONOMER,,,pydx5p(1),
H7683_18715-MONOMER,,,pydx5p(1),
H7683_18720-MONOMER,,,zn2(4),
H7683_19235-MONOMER,,,pydx5p(1),
H7683_19610-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
H7683_19690-MONOMER,,,zn2(1),
H7683_19730-MONOMER,,,mg2(1),
H7683_19775-MONOMER,,,fmnh2(1),
H7683_19775-MONOMER,,,fadh2(1),
H7683_19825-MONOMER,,,zn2(1),
H7683_19845-MONOMER,,,pydx5p(1),
H7683_19865-MONOMER,,,mg2(1),
H7683_19885-MONOMER,,,nad(1),
H7683_19970-MONOMER,,,pydx5p(1),
H7683_19995-MONOMER,,,mg2(1) AND zn2(1),
H7683_20085-MONOMER,,,mg2(1) AND mn2(1),
H7683_20135-MONOMER,,,mg2(1),
H7683_20140-MONOMER,,,pydx5p(1),
H7683_20575-MONOMER,,,mg2(1),
H7683_20575-MONOMER,,,mn2(1),
H7683_20590-MONOMER,,,4fe4s(1),
H7683_20760-MONOMER,,,4fe4s(1),
H7683_20795-MONOMER,,,zn2(1),
H7683_20945-MONOMER,,,zn2(1),
H7683_20965-MONOMER,,,pydx5p(1),
H7683_21000-MONOMER,,,fe2(1),
H7683_21195-MONOMER,,,fad(1),
H7683_21255-MONOMER,,,hco3(1),
H7683_21375-MONOMER,,,ca2(1),
H7683_21405-MONOMER,,,fe2(2),
H7683_21510-MONOMER,,,mg2(1),
H7683_21535-MONOMER,,,mg2(1),
H7683_21935-MONOMER,,,zn2(1) AND cbl1(1),
H7683_22265-MONOMER,,,hemed(6),
H7683_22345-MONOMER,,,pydx5p(1),
H7683_22470-MONOMER,,,fad(1),
H7683_22495-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
H7683_22610-MONOMER,,,mg2(1),
H7683_22670-MONOMER,,,mg2(1),
H7683_22730-MONOMER,,,mn2(1),
H7683_22730-MONOMER,,,mg2(1),
H7683_22785-MONOMER,,,mg2(1),
H7683_22785-MONOMER,,,mn2(1),
H7683_23020-MONOMER,,,mg2(1),
H7683_23145-MONOMER,,,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1),
H7683_23715-MONOMER,,,zn2(1),
H7683_23780-MONOMER,,,mg2(1),
H7683_24095-MONOMER,,,4fe4s(1),
CPLX-tRNA-PHE-LIGASE,,,mg2(1),
CPLX_ACCOAC-0,,,btn(1),
CPLX_GLUSx-0,,,fe2(1) AND fad(1),
CPLX_NADH16pp-0,,,2fe2s(1) AND 4fe4s(1) AND fmn(1),
CPLX_TRPS1-0,,,pydx5p(1),
CPLX_GLYCL-0,,,lipoyl(1),
CPLX_SCYSDS-0,,,SH(1),
CPLX_SCYSDS-0,,,pydx5p(1),
CPLX_CBPS-0,,,mg2(1),
CPLX_CBPS-0,,,mn2(1),
CPLX_CBPS-0,,,cobalt2(1),
CPLX_CBPS-0,,,cd2(1),
CPLX_CBPS-0,,,zn2(1),
CPLX_SUCDi-0,,,3fe4s(1) AND fad(1) AND 2fe2s(1) AND 4fe4s(1),
CPLX_CIO3pp_q8-0,,,pheme(1) AND hemed(1),
