Reaction,Metabolites,Compartment,Stoichiometry
BALAALAabcpp,h2o,Cytosol,-1.0
BALAALAabcpp,h,Cytosol,1.0
BALAALAabcpp,pi,Cytosol,1.0
BALAALAtex,balaala,Extra-organism,-1.0
BALAALAtex,balaala,Periplasm,1.0
BALABALAabcpp,adp,Cytosol,1.0
BALABALAabcpp,atp,Cytosol,-1.0
BALABALAabcpp,balabala,Cytosol,1.0
BALABALAabcpp,balabala,Periplasm,-1.0
BALABALAabcpp,h2o,Cytosol,-1.0
BALABALAabcpp,h,Cytosol,1.0
BALABALAabcpp,pi,Cytosol,1.0
BALABALAtex,balabala,Extra-organism,-1.0
BALABALAtex,balabala,Periplasm,1.0
BALAGLYabcpp,adp,Cytosol,1.0
BALAGLYabcpp,atp,Cytosol,-1.0
BALAGLYabcpp,balagly,Cytosol,1.0
BALAGLYabcpp,balagly,Periplasm,-1.0
BALAGLYabcpp,h2o,Cytosol,-1.0
BALAGLYabcpp,h,Cytosol,1.0
BALAGLYabcpp,pi,Cytosol,1.0
BALAGLYtex,balagly,Extra-organism,-1.0
BALAGLYtex,balagly,Periplasm,1.0
BALALEUabcpp,adp,Cytosol,1.0
BALALEUabcpp,atp,Cytosol,-1.0
BALALEUabcpp,balaleu,Cytosol,1.0
BALALEUabcpp,balaleu,Periplasm,-1.0
BALALEUabcpp,h2o,Cytosol,-1.0
BALALEUabcpp,h,Cytosol,1.0
BALALEUabcpp,pi,Cytosol,1.0
BALALEUtex,balaleu,Extra-organism,-1.0
BALALEUtex,balaleu,Periplasm,1.0
BALAMDAH,ala_B,Cytosol,1.0
BALAMDAH,balamd,Cytosol,-1.0
BALAMDAH,h2o,Cytosol,-1.0
BALAMDAH,nh4,Cytosol,1.0
BALAt2pp,ala_B,Cytosol,1.0
BALAt2pp,ala_B,Periplasm,-1.0
BALAt2pp,h,Cytosol,1.0
BALAt2pp,h,Periplasm,-1.0
BALAtex,ala_B,Extra-organism,-1.0
BALAtex,ala_B,Periplasm,1.0
BDH,acac,Cytosol,1.0
BDH,bhb,Cytosol,-1.0
BDH,h,Cytosol,1.0
BDH,nad,Cytosol,-1.0
BDH,nadh,Cytosol,1.0
BETALDHx,betald,Cytosol,-1.0
BETALDHx,glyb,Cytosol,1.0
BETALDHx,h2o,Cytosol,-1.0
BETALDHx,h,Cytosol,2.0
BETALDHx,nad,Cytosol,-1.0
BETALDHx,nadh,Cytosol,1.0
BETALDHy,betald,Cytosol,-1.0
BETALDHy,glyb,Cytosol,1.0
BETALDHy,h2o,Cytosol,-1.0
BETALDHy,h,Cytosol,2.0
BETALDHy,nadp,Cytosol,-1.0
BETALDHy,nadph,Cytosol,1.0
BGLApp,cellb,Periplasm,-1.0
BGLApp,glc__D,Periplasm,2.0
BGLApp,h2o,Periplasm,-1.0
BHBtpp,bhb,Cytosol,1.0
BHBtpp,bhb,Periplasm,-1.0
BHBtpp,h,Cytosol,1.0
BHBtpp,h,Periplasm,-1.0
BILIVERDtex,biliverd,Extra-organism,-1.0
BILIVERDtex,biliverd,Periplasm,1.0
BILIVERDtpp,biliverd,Cytosol,1.0
BILIVERDtpp,biliverd,Periplasm,-1.0
BLAMDabcpp,adp,Cytosol,1.0
BLAMDabcpp,atp,Cytosol,-1.0
BLAMDabcpp,balamd,Cytosol,1.0
BLAMDabcpp,balamd,Periplasm,-1.0
BLAMDabcpp,h2o,Cytosol,-1.0
BLAMDabcpp,h,Cytosol,1.0
BLAMDabcpp,pi,Cytosol,1.0
BLAMDtex,balamd,Extra-organism,-1.0
BLAMDtex,balamd,Periplasm,1.0
BLUB,dmbzid,Cytosol,1.0
BLUB,doxopa,Cytosol,1.0
BLUB,e4p,Cytosol,1.0
BLUB,fmnh2,Cytosol,-1.0
BLUB,h2o,Cytosol,-1.0
BLUB,o2,Cytosol,-1.0
BLUB,urea,Cytosol,1.0
BMOCOS,amp,Cytosol,1.0
BMOCOS,bmoco,Cytosol,1.0
BMOCOS,cu2,Cytosol,1.0
BMOCOS,moco,Cytosol,-1.0
BMOCOS,mptamp,Cytosol,-1.0
BMOGDS1,bmoco1gdp,Cytosol,1.0
BMOGDS1,bmoco,Cytosol,-1.0
BMOGDS1,gtp,Cytosol,-1.0
BMOGDS1,h,Cytosol,-1.0
BMOGDS1,ppi,Cytosol,1.0
BMOGDS2,bmoco1gdp,Cytosol,-1.0
BMOGDS2,bmocogdp,Cytosol,1.0
BMOGDS2,gtp,Cytosol,-1.0
BMOGDS2,h,Cytosol,-1.0
BMOGDS2,ppi,Cytosol,1.0
BPNT,amp,Cytosol,1.0
BPNT,h2o,Cytosol,-1.0
BPNT,pap,Cytosol,-1.0
BPNT,pi,Cytosol,1.0
BTDD_RR,actn__R,Cytosol,1.0
BTDD_RR,btd_RR,Cytosol,-1.0
BTDD_RR,h,Cytosol,1.0
BTDD_RR,nad,Cytosol,-1.0
BTDD_RR,nadh,Cytosol,1.0
BTDDtex,btd_RR,Extra-organism,-1.0
BTDDtex,btd_RR,Periplasm,1.0
BTDDtpp,btd_RR,Cytosol,1.0
BTDDtpp,btd_RR,Periplasm,-1.0
BTNt2ipp,btn,Cytosol,1.0
BTNt2ipp,btn,Periplasm,-1.0
BTNt2ipp,h,Cytosol,1.0
BTNt2ipp,h,Periplasm,-1.0
BTNtex,btn,Extra-organism,-1.0
BTNtex,btn,Periplasm,1.0
BUP,3aib,Cytosol,1.0
BUP,3uib,Cytosol,-1.0
BUP,co2,Cytosol,1.0
BUP,h2o,Cytosol,-1.0
BUP,h,Cytosol,-2.0
BUP,nh4,Cytosol,1.0
BUTSO3abcpp,adp,Cytosol,1.0
BUTSO3abcpp,atp,Cytosol,-1.0
BUTSO3abcpp,butso3,Cytosol,1.0
BUTSO3abcpp,butso3,Periplasm,-1.0
BUTSO3abcpp,h2o,Cytosol,-1.0
BUTSO3abcpp,h,Cytosol,1.0
BUTSO3abcpp,pi,Cytosol,1.0
BUTSO3tex,butso3,Extra-organism,-1.0
BUTSO3tex,butso3,Periplasm,1.0
BZ12DOX,bz12diol,Cytosol,1.0
BZ12DOX,bz,Cytosol,-1.0
BZ12DOX,h,Cytosol,-1.0
BZ12DOX,nad,Cytosol,1.0
BZ12DOX,nadh,Cytosol,-1.0
BZ12DOX,o2,Cytosol,-1.0
BZALDH,bzal,Cytosol,1.0
BZALDH,bzalc,Cytosol,-1.0
BZALDH,h,Cytosol,1.0
BZALDH,nad,Cytosol,-1.0
BZALDH,nadh,Cytosol,1.0
DGUDBUTNtex,dgudbutn,Extra-organism,-1.0
DGUDBUTNtex,dgudbutn,Periplasm,1.0
CHOLt4ipp,chol,Cytosol,1.0
CHOLt4ipp,chol,Periplasm,-1.0
CHOLt4ipp,na1,Cytosol,1.0
CHOLt4ipp,na1,Periplasm,-1.0
CHORM,chor,Cytosol,-1.0
CHORM,pphn,Cytosol,1.0
CHORS,3psme,Cytosol,-1.0
CHORS,chor,Cytosol,1.0
CHORS,pi,Cytosol,1.0
CHORt2rpp,chor,Cytosol,1.0
CHORt2rpp,chor,Periplasm,-1.0
CHORt2rpp,h,Cytosol,1.0
CHORt2rpp,h,Periplasm,-1.0
CHORtex,chor,Extra-organism,-1.0
CHORtex,chor,Periplasm,1.0
CHRPL,4hbz,Cytosol,1.0
CHRPL,chor,Cytosol,-1.0
CHRPL,pyr,Cytosol,1.0
CINNMCOAH,cinmcoa,Cytosol,-1.0
CINNMCOAH,cinnm,Cytosol,1.0
CINNMCOAH,coa,Cytosol,1.0
CINNMCOAH,h2o,Cytosol,-1.0
CINNMCOAH,h,Cytosol,1.0
CINNMtex,cinnm,Extra-organism,-1.0
CINNMtex,cinnm,Periplasm,1.0
CINNMtpp,cinnm,Cytosol,-1.0
CINNMtpp,cinnm,Periplasm,1.0
CITt4pp_1,cit,Cytosol,1.0
CITt4pp_1,cit,Periplasm,-1.0
CITt4pp_1,na1,Cytosol,1.0
CITt4pp_1,na1,Periplasm,-1.0
CITt_kt,cit,Cytosol,1.0
CITt_kt,cit,Periplasm,-1.0
CITt_kt,h,Cytosol,1.0
CITt_kt,h,Periplasm,-1.0
CITtex,cit,Extra-organism,-1.0
CITtex,cit,Periplasm,1.0
CLPNH120pp,clpn120,Periplasm,-1.0
CLPNH120pp,h2o,Periplasm,-1.0
CLPNH120pp,h,Periplasm,1.0
CLPNH120pp,pa120,Periplasm,1.0
CLPNH120pp,pg120,Periplasm,1.0
CLPNH140pp,clpn140,Periplasm,-1.0
CLPNH140pp,h2o,Periplasm,-1.0
CLPNH140pp,h,Periplasm,1.0
CLPNH140pp,pa140,Periplasm,1.0
CLPNH140pp,pg140,Periplasm,1.0
CLPNH141pp,clpn141,Periplasm,-1.0
CLPNH141pp,h2o,Periplasm,-1.0
CLPNH141pp,h,Periplasm,1.0
CLPNH141pp,pa141,Periplasm,1.0
CLPNH141pp,pg141,Periplasm,1.0
CLPNH160pp,clpn160,Periplasm,-1.0
CLPNH160pp,h2o,Periplasm,-1.0
CLPNH160pp,h,Periplasm,1.0
CLPNH160pp,pa160,Periplasm,1.0
CLPNH160pp,pg160,Periplasm,1.0
CLPNH161pp,clpn161,Periplasm,-1.0
CLPNH161pp,h2o,Periplasm,-1.0
CLPNH161pp,h,Periplasm,1.0
CLPNH161pp,pa161,Periplasm,1.0
CLPNH161pp,pg161,Periplasm,1.0
CLPNH180pp,clpn180,Periplasm,-1.0
CLPNH180pp,h2o,Periplasm,-1.0
CLPNH180pp,h,Periplasm,1.0
CLPNH180pp,pa180,Periplasm,1.0
CLPNH180pp,pg180,Periplasm,1.0
CLPNH181pp,clpn181,Periplasm,-1.0
CLPNH181pp,h2o,Periplasm,-1.0
CLPNH181pp,h,Periplasm,1.0
CLPNH181pp,pa181,Periplasm,1.0
CLPNH181pp,pg181,Periplasm,1.0
CLPNS120pp,clpn120,Periplasm,1.0
CLPNS120pp,glyc,Periplasm,1.0
CLPNS120pp,pg120,Periplasm,-2.0
CLPNS140pp,clpn140,Periplasm,1.0
CLPNS140pp,glyc,Periplasm,1.0
CLPNS140pp,pg140,Periplasm,-2.0
CLPNS141pp,clpn141,Periplasm,1.0
CLPNS141pp,glyc,Periplasm,1.0
CLPNS141pp,pg141,Periplasm,-2.0
CLPNS160pp,clpn160,Periplasm,1.0
CLPNS160pp,glyc,Periplasm,1.0
CLPNS160pp,pg160,Periplasm,-2.0
CLPNS161pp,clpn161,Periplasm,1.0
CLPNS161pp,glyc,Periplasm,1.0
CLPNS161pp,pg161,Periplasm,-2.0
CLPNS180pp,clpn180,Periplasm,1.0
CLPNS180pp,glyc,Periplasm,1.0
CLPNS180pp,pg180,Periplasm,-2.0
CLPNS181pp,clpn181,Periplasm,1.0
CLPNS181pp,glyc,Periplasm,1.0
CLPNS181pp,pg181,Periplasm,-2.0
CLt3_2pp,cl,Cytosol,2.0
CLt3_2pp,cl,Periplasm,-2.0
CLt3_2pp,h,Cytosol,-1.0
CLt3_2pp,h,Periplasm,1.0
CLtex,cl,Extra-organism,-1.0
CLtex,cl,Periplasm,1.0
CMCBTFR1,cmcbtt,Cytosol,2.0
CMCBTFR1,fad,Cytosol,1.0
CMCBTFR1,fadh2,Cytosol,-1.0
CMCBTFR1,fcmcbtt,Cytosol,-2.0
CMCBTFR1,fe2,Cytosol,2.0
CMCBTFR1,h,Cytosol,2.0
CMCBTFR2,cmcbtt,Cytosol,2.0
CMCBTFR2,fcmcbtt,Cytosol,-2.0
CMCBTFR2,fe2,Cytosol,2.0
CMCBTFR2,fmn,Cytosol,1.0
CMCBTFR2,fmnh2,Cytosol,-1.0
CMCBTFR2,h,Cytosol,2.0
CMCBTFabcpp,adp,Cytosol,1.0
CMCBTFabcpp,atp,Cytosol,-1.0
CMCBTFabcpp,fcmcbtt,Cytosol,1.0
CMCBTFabcpp,fcmcbtt,Periplasm,-1.0
CMCBTFabcpp,h2o,Cytosol,-1.0
CMCBTFabcpp,h,Cytosol,1.0
CMCBTFabcpp,pi,Cytosol,1.0
CMCBTFexs,cmcbtt,Extra-organism,-1.0
CMCBTFexs,fcmcbtt,Extra-organism,1.0
CMCBTFexs,fe3,Extra-organism,-1.0
CMCBTFtex,cmcbtt,Extra-organism,1.0
CMCBTFtex,cmcbtt,Periplasm,-1.0
CMCBTFtex,h,Cytosol,1.0
CMCBTFtex,h,Periplasm,-1.0
CMCBTFtonex,fcmcbtt,Extra-organism,-1.0
CMCBTFtonex,fcmcbtt,Periplasm,1.0
CMCBTFtonex,h,Cytosol,1.0
CMCBTFtonex,h,Periplasm,-1.0
CMCBTFtpp,cmcbtt,Cytosol,-1.0
CMCBTFtpp,cmcbtt,Periplasm,1.0
CMCBTFtpp,h,Cytosol,1.0
CMCBTFtpp,h,Periplasm,-1.0
CYTOM,5mcsn,Cytosol,1.0
CYTOM,ahcys,Cytosol,1.0
CYTOM,amet,Cytosol,-1.0
CYTOM,csn,Cytosol,-1.0
CYTOM,h,Cytosol,1.0
CMt2ex,cm,Cytosol,-1.0
CMt2ex,cm,Extra-organism,1.0
CMt2ex,h,Cytosol,1.0
CMt2ex,h,Periplasm,-1.0
CMt2ppi,cm,Cytosol,1.0
CMt2ppi,cm,Periplasm,-1.0
CMtex,cm,Extra-organism,-1.0
CMtex,cm,Periplasm,1.0
CMtexabc,adp,Cytosol,1.0
CMtexabc,atp,Cytosol,-1.0
CMtexabc,cm,Cytosol,-1.0
CMtexabc,cm,Extra-organism,1.0
CMtexabc,h2o,Cytosol,-1.0
CMtexabc,h,Cytosol,1.0
CMtexabc,pi,Cytosol,1.0
CMtpp,cm,Extra-organism,1.0
CMtpp,cm,Periplasm,-1.0
CMtpp,h,Cytosol,1.0
CMtpp,h,Periplasm,-1.0
CO2tex,co2,Extra-organism,-1.0
CO2tex,co2,Periplasm,1.0
CO2tpp,co2,Cytosol,1.0
CO2tpp,co2,Periplasm,-1.0
COALCDH,confrl,Cytosol,-1.0
COALCDH,conialdh,Cytosol,1.0
COALCDH,h,Cytosol,1.0
COALCDH,nad,Cytosol,-1.0
COALCDH,nadh,Cytosol,1.0
COALDDH,conialdh,Cytosol,-1.0
COALDDH,fer,Cytosol,1.0
COALDDH,h2o,Cytosol,-1.0
COALDDH,h,Cytosol,2.0
COALDDH,nad,Cytosol,-1.0
COALDDH,nadh,Cytosol,1.0
COBALT2t3pp,cobalt2,Cytosol,-1.0
COBALT2t3pp,cobalt2,Periplasm,1.0
COBALT2t3pp,h,Cytosol,1.0
COBALT2t3pp,h,Periplasm,-1.0
COBALT2tex,cobalt2,Extra-organism,-1.0
COBALT2tex,cobalt2,Periplasm,1.0
COBALT2tpp,cobalt2,Cytosol,1.0
COBALT2tpp,cobalt2,Periplasm,-1.0
COBALTt4pp,cobalt2,Cytosol,-1.0
COBALTt4pp,cobalt2,Periplasm,1.0
COBALTt4pp,h,Cytosol,1.0
COBALTt4pp,h,Periplasm,-1.0
COBALTt4pp,k,Cytosol,1.0
COBALTt4pp,k,Periplasm,-1.0
R05217_nad,h2o,Cytosol,1.0
R05217_nad,h,Cytosol,-2.0
R05217_nad,nad,Cytosol,1.0
R05217_nad,nadh,Cytosol,-1.0
R05217_nad,o2,Cytosol,-1.0
R05217_nad,pre3a,Cytosol,-1.0
R05217_nad,pre3b,Cytosol,1.0
COCHL,adp,Cytosol,1.0
COCHL,atp,Cytosol,-1.0
COCHL,co2dam,Cytosol,1.0
COCHL,cobalt2,Cytosol,-1.0
COCHL,h2o,Cytosol,-1.0
COCHL,h,Cytosol,2.0
COCHL,hgbam,Cytosol,-1.0
COCHL,pi,Cytosol,1.0
COCOAHA,4hbald,Cytosol,1.0
COCOAHA,accoa,Cytosol,1.0
COCOAHA,coucoa,Cytosol,-1.0
COCOAHA,h2o,Cytosol,-1.0
COLIPAabcpp_kt,adp,Cytosol,1.0
COLIPAabcpp_kt,atp,Cytosol,-1.0
COLIPAabcpp_kt,h2o,Cytosol,-1.0
COLIPAabcpp_kt,h,Cytosol,1.0
COLIPAabcpp_kt,lpscore_kt,Cytosol,-1.0
COLIPAabcpp_kt,lpscore_kt,Periplasm,1.0
COLIPAabcpp_kt,pi,Cytosol,1.0
CONFRLtex,confrl,Extra-organism,-1.0
CONFRLtex,confrl,Periplasm,1.0
CONFRLtpp,confrl,Cytosol,1.0
CONFRLtpp,confrl,Periplasm,-1.0
COt_1,co,Extra-organism,-1.0
COt_1,co,Periplasm,1.0
Cotpp,co,Cytosol,1.0
Cotpp,co,Periplasm,-1.0
CPH4S,acald,Cytosol,1.0
CPH4S,ahdt,Cytosol,-1.0
CPH4S,cph4,Cytosol,1.0
CPH4S,h2o,Cytosol,-1.0
CPH4S,h,Cytosol,1.0
CPH4S,pppi,Cytosol,1.0
CPMPS,cpmp,Cytosol,1.0
CPMPS,gtp,Cytosol,-1.0
CPMPS,h2o,Cytosol,-1.0
CPMPS,ppi,Cytosol,1.0
CPPPGO,co2,Cytosol,2.0
CPPPGO,cpppg3,Cytosol,-1.0
CPPPGO,h2o,Cytosol,2.0
CPPPGO,h,Cytosol,-2.0
CPPPGO,o2,Cytosol,-1.0
CPPPGO,pppg9,Cytosol,1.0
DAAD11,34hpp,Cytosol,1.0
DAAD11,fad,Cytosol,-1.0
DAAD11,fadh2,Cytosol,1.0
DAAD11,h2o,Cytosol,-1.0
DAAD11,nh4,Cytosol,1.0
DAAD11,tyr__D,Cytosol,-1.0
DAAD12,3mob,Cytosol,1.0
DAAD12,fad,Cytosol,-1.0
DAAD12,fadh2,Cytosol,1.0
DAAD12,h2o,Cytosol,-1.0
DAAD12,nh4,Cytosol,1.0
DAAD12,val__D,Cytosol,-1.0
DAAD2,5g2oxpt,Cytosol,1.0
DAAD2,arg__D,Cytosol,-1.0
DAAD2,fad,Cytosol,-1.0
DAAD2,fadh2,Cytosol,1.0
DAAD2,h2o,Cytosol,-1.0
DAAD2,nh4,Cytosol,1.0
DAAD3,4mop,Cytosol,1.0
DAAD3,fad,Cytosol,-1.0
DAAD3,fadh2,Cytosol,1.0
DAAD3,h2o,Cytosol,-1.0
DAAD3,leu__D,Cytosol,-1.0
DAAD3,nh4,Cytosol,1.0
DAAD4,2kmb,Cytosol,1.0
DAAD4,fad,Cytosol,-1.0
DAAD4,fadh2,Cytosol,1.0
DAAD4,h2o,Cytosol,-1.0
DAAD4,met__D,Cytosol,-1.0
DAAD4,nh4,Cytosol,1.0
DAAD5,5a2opntn,Cytosol,1.0
DAAD5,fad,Cytosol,-1.0
DAAD5,fadh2,Cytosol,1.0
DAAD5,h2o,Cytosol,-1.0
DAAD5,nh4,Cytosol,1.0
DAAD5,orn__D,Cytosol,-1.0
PHET,fad,Cytosol,-1.0
PHET,fadh2,Cytosol,1.0
PHET,h2o,Cytosol,-1.0
PHET,nh4,Cytosol,1.0
PHET,phe__D,Cytosol,-1.0
PHET,phpyr,Cytosol,1.0
DAAD7,1p2cbxl,Cytosol,1.0
DAAD7,fad,Cytosol,-1.0
DAAD7,fadh2,Cytosol,1.0
DAAD7,h,Cytosol,1.0
DAAD7,pro__D,Cytosol,-1.0
DAAD8,fad,Cytosol,-1.0
DAAD8,fadh2,Cytosol,1.0
DAAD8,h2o,Cytosol,-1.0
DAAD8,hpyr,Cytosol,1.0
DAAD8,nh4,Cytosol,1.0
DAAD8,ser__D,Cytosol,-1.0
DABAAT2,24dab,Cytosol,-1.0
DABAAT2,akg,Cytosol,-1.0
DABAAT2,aspsa,Cytosol,1.0
DABAAT2,glu__L,Cytosol,1.0
DABAAT2,h,Cytosol,-1.0
DADA,dad_2,Cytosol,-1.0
DADA,din,Cytosol,1.0
DADA,h2o,Cytosol,-1.0
DADA,h,Cytosol,-1.0
DADA,nh4,Cytosol,1.0
DADK,adp,Cytosol,1.0
DADK,atp,Cytosol,-1.0
DADK,dadp,Cytosol,1.0
DADK,damp,Cytosol,-1.0
DAGK120,12dgr120,Cytosol,-1.0
DAGK120,adp,Cytosol,1.0
DAGK120,atp,Cytosol,-1.0
DAGK120,h,Cytosol,1.0
DAGK120,pa120,Cytosol,1.0
DAGK140,12dgr140,Cytosol,-1.0
DAGK140,adp,Cytosol,1.0
DAGK140,atp,Cytosol,-1.0
DAGK140,h,Cytosol,1.0
DAGK140,pa140,Cytosol,1.0
DAGK141,12dgr141,Cytosol,-1.0
DAGK141,adp,Cytosol,1.0
DAGK141,atp,Cytosol,-1.0
DAGK141,h,Cytosol,1.0
DAGK141,pa141,Cytosol,1.0
DAGK160,12dgr160,Cytosol,-1.0
DAGK160,adp,Cytosol,1.0
DAGK160,atp,Cytosol,-1.0
DAGK160,h,Cytosol,1.0
DAGK160,pa160,Cytosol,1.0
DAGK161,12dgr161,Cytosol,-1.0
DAGK161,adp,Cytosol,1.0
DAGK161,atp,Cytosol,-1.0
DAGK161,h,Cytosol,1.0
DAGK161,pa161,Cytosol,1.0
DAGK180,12dgr180,Cytosol,-1.0
DAGK180,adp,Cytosol,1.0
DAGK180,atp,Cytosol,-1.0
DAGK180,h,Cytosol,1.0
DAGK180,pa180,Cytosol,1.0
DAGK181,12dgr181,Cytosol,-1.0
DAGK181,adp,Cytosol,1.0
DAGK181,atp,Cytosol,-1.0
DAGK181,h,Cytosol,1.0
DAGK181,pa181,Cytosol,1.0
DAGLIPA160ex,12dgr160,Extra-organism,-1.0
DAGLIPA160ex,1ag160,Extra-organism,1.0
DAGLIPA160ex,h2o,Extra-organism,-1.0
DAGLIPA160ex,h,Extra-organism,1.0
DAGLIPA160ex,hdca,Extra-organism,1.0
DAGLIPA180ex,12dgr180,Extra-organism,-1.0
DAGLIPA180ex,1ag180,Extra-organism,1.0
DAGLIPA180ex,h2o,Extra-organism,-1.0
DAGLIPA180ex,h,Extra-organism,1.0
DAGLIPA180ex,ocdca,Extra-organism,1.0
DAGLIPA181d9ex,1ag181d9,Extra-organism,1.0
DAGLIPA181d9ex,dag181d9,Extra-organism,-1.0
DAGLIPA181d9ex,h2o,Extra-organism,-1.0
DAGLIPA181d9ex,h,Extra-organism,1.0
DAGLIPA181d9ex,ocdcea,Extra-organism,1.0
DAGLIPA182d9d12ex,1ag182d9d12,Extra-organism,1.0
DAGLIPA182d9d12ex,dag182d9d12,Extra-organism,-1.0
DAGLIPA182d9d12ex,h2o,Extra-organism,-1.0
DAGLIPA182d9d12ex,h,Extra-organism,1.0
DAGLIPA182d9d12ex,lnlc,Extra-organism,1.0
DALAALAD,ala__D,Cytosol,1.0
DALAALAD,ala__L,Cytosol,1.0
DALAALAD,balaala,Cytosol,-1.0
DALAALAD,h2o,Cytosol,-1.0
DALADALAD,ala__D,Cytosol,2.0
DALADALAD,balabala,Cytosol,-1.0
DALADALAD,h2o,Cytosol,-1.0
DALAGLYD,ala__D,Cytosol,1.0
DALAGLYD,balagly,Cytosol,-1.0
DALAGLYD,gly,Cytosol,1.0
DALAGLYD,h2o,Cytosol,-1.0
DALALEUD,ala__D,Cytosol,1.0
DALALEUD,balaleu,Cytosol,-1.0
DALALEUD,h2o,Cytosol,-1.0
DALALEUD,leu__L,Cytosol,1.0
DALAabcpp,adp,Cytosol,1.0
DALAabcpp,ala__D,Cytosol,1.0
DALAabcpp,ala__D,Periplasm,-1.0
DALAabcpp,atp,Cytosol,-1.0
DALAabcpp,h2o,Cytosol,-1.0
DALAabcpp,h,Cytosol,1.0
DALAabcpp,pi,Cytosol,1.0
DALAt2pp,ala__D,Cytosol,1.0
DALAt2pp,ala__D,Periplasm,-1.0
DALAt2pp,h,Cytosol,1.0
DALAt2pp,h,Periplasm,-1.0
DALAtex,ala__D,Extra-organism,-1.0
DALAtex,ala__D,Periplasm,1.0
DAPAT,15dap,Cytosol,-1.0
DAPAT,akg,Cytosol,-1.0
DAPAT,glu__L,Cytosol,1.0
DAPAT,h2o,Cytosol,1.0
DAPAT,h,Cytosol,1.0
DAPAT,pprdn,Cytosol,1.0
DAPDC,26dap__M,Cytosol,-1.0
DAPDC,co2,Cytosol,1.0
DAPDC,h,Cytosol,-1.0
DAPDC,lys__L,Cytosol,1.0
DAPE,26dap_LL,Cytosol,-1.0
DAPE,26dap__M,Cytosol,1.0
DAPabcpp,26dap__M,Cytosol,1.0
DAPabcpp,26dap__M,Periplasm,-1.0
DAPabcpp,adp,Cytosol,1.0
DAPabcpp,atp,Cytosol,-1.0
DAPabcpp,h2o,Cytosol,-1.0
DAPabcpp,h,Cytosol,1.0
DAPabcpp,pi,Cytosol,1.0
DAPtex,15dap,Extra-organism,-1.0
DAPtex,15dap,Periplasm,1.0
DARGabcpp,adp,Cytosol,1.0
DARGabcpp,arg__D,Cytosol,1.0
DARGabcpp,arg__D,Periplasm,-1.0
DARGabcpp,atp,Cytosol,-1.0
DARGabcpp,h2o,Cytosol,-1.0
DARGabcpp,h,Cytosol,1.0
DARGabcpp,pi,Cytosol,1.0
DARGtex,arg__D,Extra-organism,-1.0
DARGtex,arg__D,Periplasm,1.0
DASNabcpp,adp,Cytosol,1.0
DASNabcpp,asn__D,Cytosol,1.0
DASNabcpp,asn__D,Periplasm,-1.0
DASNabcpp,atp,Cytosol,-1.0
DASNabcpp,h2o,Cytosol,-1.0
DASNabcpp,h,Cytosol,1.0
DASNabcpp,pi,Cytosol,1.0
DASNtex,asn__D,Extra-organism,-1.0
DASNtex,asn__D,Periplasm,1.0
DASYN120,cdpdddecg,Cytosol,1.0
DASYN120,ctp,Cytosol,-1.0
DASYN120,h,Cytosol,-1.0
DASYN120,pa120,Cytosol,-1.0
DASYN120,ppi,Cytosol,1.0
DASYN140,cdpdtdecg,Cytosol,1.0
DASYN140,ctp,Cytosol,-1.0
DASYN140,h,Cytosol,-1.0
DASYN140,pa140,Cytosol,-1.0
DASYN140,ppi,Cytosol,1.0
DASYN141,cdpdtdec7eg,Cytosol,1.0
DASYN141,ctp,Cytosol,-1.0
DASYN141,h,Cytosol,-1.0
DASYN141,pa141,Cytosol,-1.0
DASYN141,ppi,Cytosol,1.0
DASYN160,cdpdhdecg,Cytosol,1.0
DASYN160,ctp,Cytosol,-1.0
DASYN160,h,Cytosol,-1.0
DASYN160,pa160,Cytosol,-1.0
DASYN160,ppi,Cytosol,1.0
DASYN161,cdpdhdec9eg,Cytosol,1.0
DASYN161,ctp,Cytosol,-1.0
DASYN161,h,Cytosol,-1.0
DASYN161,pa161,Cytosol,-1.0
DASYN161,ppi,Cytosol,1.0
DASYN180,cdpdodecg,Cytosol,1.0
DASYN180,ctp,Cytosol,-1.0
DASYN180,h,Cytosol,-1.0
DASYN180,pa180,Cytosol,-1.0
DASYN180,ppi,Cytosol,1.0
DASYN181,cdpdodec11eg,Cytosol,1.0
DASYN181,ctp,Cytosol,-1.0
DASYN181,h,Cytosol,-1.0
DASYN181,pa181,Cytosol,-1.0
DASYN181,ppi,Cytosol,1.0
DATPHs,datp,Cytosol,-1.0
DATPHs,ditp,Cytosol,1.0
DATPHs,h2o,Cytosol,-1.0
DATPHs,h,Cytosol,-1.0
DATPHs,nh4,Cytosol,1.0
DB4PS,db4p,Cytosol,1.0
DB4PS,for,Cytosol,1.0
DB4PS,h,Cytosol,1.0
DB4PS,ru5p__D,Cytosol,-1.0
DBTS,adp,Cytosol,1.0
DBTS,atp,Cytosol,-1.0
DBTS,co2,Cytosol,-1.0
DBTS,dann,Cytosol,-1.0
DBTS,dtbt,Cytosol,1.0
DBTS,h,Cytosol,3.0
DBTS,pi,Cytosol,1.0
DCAtex,dca,Extra-organism,-1.0
DCAtex,dca,Periplasm,1.0
DCTPD,dctp,Cytosol,-1.0
DCTPD,dutp,Cytosol,1.0
DCTPD,h2o,Cytosol,-1.0
DCTPD,h,Cytosol,-1.0
DCTPD,nh4,Cytosol,1.0
DCTPD2,ctp,Cytosol,-1.0
DCTPD2,h2o,Cytosol,-1.0
DCTPD2,h,Cytosol,-1.0
DCTPD2,nh4,Cytosol,1.0
