Reaction,Metabolites,Compartment,Stoichiometry
GAPD,h,Cytosol,1.0
GAPD,nad,Cytosol,-1.0
GAPD,nadh,Cytosol,1.0
GAPD,pi,Cytosol,-1.0
GARFT,10fthf,Cytosol,-1.0
GARFT,fgam,Cytosol,1.0
GARFT,gar,Cytosol,-1.0
GARFT,h,Cytosol,1.0
GARFT,thf,Cytosol,1.0
GART,adp,Cytosol,1.0
GART,atp,Cytosol,-1.0
GART,fgam,Cytosol,1.0
GART,for,Cytosol,-1.0
GART,gar,Cytosol,-1.0
GART,h,Cytosol,1.0
GART,pi,Cytosol,1.0
GAt2pp,ga,Cytosol,1.0
GAt2pp,ga,Periplasm,-1.0
GAt2pp,h,Cytosol,1.0
GAt2pp,h,Periplasm,-1.0
GBDM,dmgly,Cytosol,1.0
GBDM,fald,Cytosol,1.0
GBDM,glyb,Cytosol,-1.0
GBDM,h2o2,Cytosol,1.0
GBDM,h2o,Cytosol,-1.0
GBDM,o2,Cytosol,-1.0
GCALDD,gcald,Cytosol,-1.0
GCALDD,glyclt,Cytosol,1.0
GCALDD,h2o,Cytosol,-1.0
GCALDD,h,Cytosol,2.0
GCALDD,nad,Cytosol,-1.0
GCALDD,nadh,Cytosol,1.0
GCALDtabcpp,adp,Cytosol,1.0
GCALDtabcpp,atp,Cytosol,-1.0
GCALDtabcpp,gcald,Cytosol,1.0
GCALDtabcpp,gcald,Periplasm,-1.0
GCALDtabcpp,h2o,Cytosol,-1.0
GCALDtabcpp,h,Cytosol,1.0
GCALDtabcpp,pi,Cytosol,1.0
GDBTALDH,4gudbutn,Cytosol,1.0
GDBTALDH,gdbtal,Cytosol,-1.0
GDBTALDH,h2o,Cytosol,-1.0
GDBTALDH,h,Cytosol,2.0
GDBTALDH,nad,Cytosol,-1.0
GDBTALDH,nadh,Cytosol,1.0
GDPDPK,amp,Cytosol,1.0
GDPDPK,atp,Cytosol,-1.0
GDPDPK,gdp,Cytosol,-1.0
GDPDPK,h,Cytosol,1.0
GDPDPK,ppgpp,Cytosol,1.0
GDPMANNDH,gdpmann,Cytosol,-1.0
GDPMANNDH,gdpmanur,Cytosol,1.0
GDPMANNDH,h2o,Cytosol,-1.0
GDPMANNDH,h,Cytosol,3.0
GDPMANNDH,nad,Cytosol,-2.0
GDPMANNDH,nadh,Cytosol,2.0
GDPTPDP,gdptp,Cytosol,-1.0
GDPTPDP,gtp,Cytosol,1.0
GDPTPDP,h2o,Cytosol,-1.0
GDPTPDP,ppi,Cytosol,1.0
GF6PTA,f6p,Cytosol,-1.0
GF6PTA,gam6p,Cytosol,1.0
GF6PTA,gln__L,Cytosol,-1.0
GF6PTA,glu__L,Cytosol,1.0
GG15DAPAH,5aptn,Cytosol,1.0
GG15DAPAH,ggaptn,Cytosol,-1.0
GG15DAPAH,glu__L,Cytosol,1.0
GG15DAPAH,h2o,Cytosol,-1.0
GG15DAPDxr,ggaptn,Cytosol,1.0
GG15DAPDxr,ggbdapal,Cytosol,-1.0
GG15DAPDxr,h2o,Cytosol,-1.0
GG15DAPDxr,h,Cytosol,2.0
GG15DAPDxr,nad,Cytosol,-1.0
GG15DAPDxr,nadh,Cytosol,1.0
GG15DAPO,gg15dap,Cytosol,-1.0
GG15DAPO,ggbdapal,Cytosol,1.0
GG15DAPO,h2o2,Cytosol,1.0
GG15DAPO,h2o,Cytosol,-1.0
GG15DAPO,nh4,Cytosol,1.0
GG15DAPO,o2,Cytosol,-1.0
GG15DAPS,15dap,Cytosol,-1.0
GG15DAPS,adp,Cytosol,1.0
GG15DAPS,atp,Cytosol,-1.0
GG15DAPS,gg15dap,Cytosol,1.0
GG15DAPS,glu__L,Cytosol,-1.0
GG15DAPS,h,Cytosol,1.0
GG15DAPS,pi,Cytosol,1.0
GGDAPAH,ala_B,Cytosol,1.0
GGDAPAH,ggala_B,Cytosol,-1.0
GGDAPAH,glu__L,Cytosol,1.0
GGDAPAH,h2o,Cytosol,-1.0
GGDAPDxr,ggala_B,Cytosol,1.0
GGDAPDxr,ggbamppal,Cytosol,-1.0
GGDAPDxr,h2o,Cytosol,-1.0
GGDAPDxr,h,Cytosol,2.0
GGDAPDxr,nad,Cytosol,-1.0
GGDAPDxr,nadh,Cytosol,1.0
GGDAPO,gg13dampp,Cytosol,-1.0
GGDAPO,ggbamppal,Cytosol,1.0
GGDAPO,h2o2,Cytosol,1.0
GGDAPO,h2o,Cytosol,-1.0
GGDAPO,nh4,Cytosol,1.0
GGDAPO,o2,Cytosol,-1.0
GGDAPS,13dampp,Cytosol,-1.0
GGDAPS,adp,Cytosol,1.0
GGDAPS,atp,Cytosol,-1.0
GGDAPS,gg13dampp,Cytosol,1.0
GGDAPS,glu__L,Cytosol,-1.0
GGDAPS,h,Cytosol,1.0
GGDAPS,pi,Cytosol,1.0
GGGABADxr,gg4abut,Cytosol,1.0
GGGABADxr,ggbutal,Cytosol,-1.0
GGGABADxr,h2o,Cytosol,-1.0
GGGABADxr,h,Cytosol,2.0
GGGABADxr,nad,Cytosol,-1.0
GGGABADxr,nadh,Cytosol,1.0
GGGABAH,4abut,Cytosol,1.0
GGGABAH,gg4abut,Cytosol,-1.0
GGGABAH,glu__L,Cytosol,1.0
GGGABAH,h2o,Cytosol,-1.0
GGPTRCO,ggbutal,Cytosol,1.0
GGPTRCO,ggptrc,Cytosol,-1.0
GGPTRCO,h2o2,Cytosol,1.0
GGPTRCO,h2o,Cytosol,-1.0
GGPTRCO,nh4,Cytosol,1.0
GGPTRCO,o2,Cytosol,-1.0
GGPTRCS,adp,Cytosol,1.0
GGPTRCS,atp,Cytosol,-1.0
GGPTRCS,ggptrc,Cytosol,1.0
GGPTRCS,glu__L,Cytosol,-1.0
GGPTRCS,h,Cytosol,1.0
GGPTRCS,pi,Cytosol,1.0
GGPTRCS,ptrc,Cytosol,-1.0
GGSPMDO,13dampp,Cytosol,1.0
GGSPMDO,ggbutal,Cytosol,1.0
GGSPMDO,ggspmd,Cytosol,-1.0
GGSPMDO,h2o2,Cytosol,1.0
GGSPMDO,h2o,Cytosol,-1.0
GGSPMDO,o2,Cytosol,-1.0
GGSPMDS,adp,Cytosol,1.0
GGSPMDS,atp,Cytosol,-1.0
GGSPMDS,ggspmd,Cytosol,1.0
GGSPMDS,glu__L,Cytosol,-1.0
GGSPMDS,h,Cytosol,1.0
GGSPMDS,pi,Cytosol,1.0
GGSPMDS,spmd,Cytosol,-1.0
GHMT2r,gly,Cytosol,1.0
GHMT2r,h2o,Cytosol,1.0
GHMT2r,mlthf,Cytosol,1.0
GHMT2r,ser__L,Cytosol,-1.0
GHMT2r,thf,Cytosol,-1.0
GK1,adp,Cytosol,1.0
GK1,atp,Cytosol,-1.0
GK1,gdp,Cytosol,1.0
GK1,gmp,Cytosol,-1.0
GLBRAN3,bglyg4n,Cytosol,1.0
GLBRAN3,glyg4n,Cytosol,-1.0
GLCDpp,glc__D,Periplasm,-1.0
GLCDpp,glcn,Periplasm,1.0
GLCDpp,h2o,Periplasm,-1.0
GLCDpp,h,Periplasm,1.0
GLCDpp,q8,Cytosol,-1.0
GLCDpp,q8h2,Cytosol,1.0
GLCNt2rpp,glcn,Cytosol,1.0
GLCNt2rpp,glcn,Periplasm,-1.0
GLCNt2rpp,h,Cytosol,1.0
GLCNt2rpp,h,Periplasm,-1.0
GLCNtex,glcn,Extra-organism,-1.0
GLCNtex,glcn,Periplasm,1.0
GLCOAS,adp,Cytosol,1.0
GLCOAS,atp,Cytosol,-1.0
GLCOAS,coa,Cytosol,-1.0
GLCOAS,glutar,Cytosol,-1.0
GLCOAS,glutcoa,Cytosol,1.0
GLCOAS,pi,Cytosol,1.0
GLCOASYNT,S_gtrdhdlp,Cytosol,-1.0
GLCOASYNT,coa,Cytosol,-1.0
GLCOASYNT,dhlam,Cytosol,1.0
GLCOASYNT,glutcoa,Cytosol,1.0
GLCP3,g1p,Cytosol,4.0
GLCP3,glyg4n,Cytosol,-1.0
GLCP3,pi,Cytosol,-4.0
GLCP4,bglyg4n,Cytosol,-1.0
GLCP4,g1p,Cytosol,4.0
GLCP4,pi,Cytosol,-4.0
GLCRD,5dh4dglc,Cytosol,1.0
GLCRD,glcr,Cytosol,-1.0
GLCRD,h2o,Cytosol,1.0
GLCRt2rpp,glcr,Cytosol,1.0
GLCRt2rpp,glcr,Periplasm,-1.0
GLCRt2rpp,h,Cytosol,1.0
GLCRt2rpp,h,Periplasm,-1.0
GLCRtex,glcr,Extra-organism,-1.0
GLCRtex,glcr,Periplasm,1.0
GLCS3_1,adp,Cytosol,4.0
GLCS3_1,adpglc,Cytosol,-4.0
GLCS3_1,glyg4n,Cytosol,1.0
GLCS3_1,h,Cytosol,4.0
GLCURDH,glcr,Cytosol,1.0
GLCURDH,glcur,Cytosol,-1.0
GLCURDH,h2o,Cytosol,-1.0
GLCURDH,h,Cytosol,2.0
GLCURDH,nad,Cytosol,-1.0
GLCURDH,nadh,Cytosol,1.0
GLCURt2rpp,glcur,Cytosol,1.0
GLCURt2rpp,glcur,Periplasm,-1.0
GLCURt2rpp,h,Cytosol,1.0
GLCURt2rpp,h,Periplasm,-1.0
GLCURtex,glcur,Extra-organism,-1.0
GLCURtex,glcur,Periplasm,1.0
GLCabcpp,adp,Cytosol,1.0
GLCabcpp,atp,Cytosol,-1.0
GLCabcpp,glc__D,Cytosol,1.0
GLCabcpp,glc__D,Periplasm,-1.0
GLCabcpp,h2o,Cytosol,-1.0
GLCabcpp,h,Cytosol,1.0
GLCabcpp,pi,Cytosol,1.0
GLCtex,glc__D,Extra-organism,-1.0
GLCtex,glc__D,Periplasm,1.0
GLDBRAN3,bglyg4n,Cytosol,-1.0
GLDBRAN3,glyg4n,Cytosol,1.0
GLGC,adpglc,Cytosol,1.0
GLGC,atp,Cytosol,-1.0
GLGC,g1p,Cytosol,-1.0
GLGC,h,Cytosol,-1.0
GLGC,ppi,Cytosol,1.0
GLNS_copy1,adp,Cytosol,1.0
GLNS_copy1,atp,Cytosol,-1.0
GLNS_copy1,gln__L,Cytosol,1.0
GLNS_copy1,glu__L,Cytosol,-1.0
GLNS_copy1,h,Cytosol,1.0
GLNS_copy1,nh4,Cytosol,-1.0
GLNS_copy1,pi,Cytosol,1.0
GLNtex,gln__L,Extra-organism,-1.0
GLNtex,gln__L,Periplasm,1.0
GLU5K,adp,Cytosol,1.0
GLU5K,atp,Cytosol,-1.0
GLU5K,glu5p,Cytosol,1.0
GLU5K,glu__L,Cytosol,-1.0
GLUCYS_copy1,adp,Cytosol,1.0
GLUCYS_copy1,atp,Cytosol,-1.0
GLUCYS_copy1,cys__L,Cytosol,-1.0
GLUCYS_copy1,glu__L,Cytosol,-1.0
GLUCYS_copy1,glucys,Cytosol,1.0
GLUCYS_copy1,h,Cytosol,1.0
GLUCYS_copy1,pi,Cytosol,1.0
GLUDxi,akg,Cytosol,1.0
GLUDxi,glu__L,Cytosol,-1.0
GLUDxi,h2o,Cytosol,-1.0
GLUDxi,h,Cytosol,1.0
GLUDxi,nad,Cytosol,-1.0
GLUDxi,nadh,Cytosol,1.0
GLUDxi,nh4,Cytosol,1.0
GLUDy,akg,Cytosol,1.0
GLUDy,glu__L,Cytosol,-1.0
GLUDy,h2o,Cytosol,-1.0
GLUDy,h,Cytosol,1.0
GLUDy,nadp,Cytosol,-1.0
GLUDy,nadph,Cytosol,1.0
GLUDy,nh4,Cytosol,1.0
GLUNpp,gln__L,Periplasm,-1.0
GLUNpp,glu__L,Periplasm,1.0
GLUNpp,h2o,Periplasm,-1.0
GLUNpp,nh4,Periplasm,1.0
GLUPRT,gln__L,Cytosol,-1.0
GLUPRT,glu__L,Cytosol,1.0
GLUPRT,h2o,Cytosol,-1.0
GLUPRT,ppi,Cytosol,1.0
GLUPRT,pram,Cytosol,1.0
GLUPRT,prpp,Cytosol,-1.0
GLUR,glu__D,Cytosol,-1.0
GLUR,glu__L,Cytosol,1.0
GLUSy,akg,Cytosol,-1.0
GLUSy,gln__L,Cytosol,-1.0
GLUSy,glu__L,Cytosol,2.0
GLUSy,h,Cytosol,-1.0
GLUSy,nadp,Cytosol,1.0
GLUSy,nadph,Cytosol,-1.0
GLUTARt2rpp,glutar,Cytosol,1.0
GLUTARt2rpp,glutar,Periplasm,-1.0
GLUTARt2rpp,h,Cytosol,1.0
GLUTARt2rpp,h,Periplasm,-1.0
GLUTARtex,glutar,Extra-organism,-1.0
GLUTARtex,glutar,Periplasm,1.0
GLUTCOADHc,b2coa,Cytosol,1.0
GLUTCOADHc,co2,Cytosol,1.0
GLUTCOADHc,fad,Cytosol,-1.0
GLUTCOADHc,fadh2,Cytosol,1.0
GLUTCOADHc,glutcoa,Cytosol,-1.0
GLUTCOADHc,h,Cytosol,-1.0
GLUabcpp,adp,Cytosol,1.0
GLUabcpp,atp,Cytosol,-1.0
GLUabcpp,glu__L,Cytosol,1.0
GLUabcpp,glu__L,Periplasm,-1.0
GLUabcpp,h2o,Cytosol,-1.0
GLUabcpp,h,Cytosol,1.0
GLUabcpp,pi,Cytosol,1.0
GLUt2rpp,glu__L,Cytosol,1.0
GLUt2rpp,glu__L,Periplasm,-1.0
GLUt2rpp,h,Cytosol,1.0
GLUt2rpp,h,Periplasm,-1.0
GLUt4pp,glu__L,Cytosol,1.0
GLUt4pp,glu__L,Periplasm,-1.0
GLUt4pp,na1,Cytosol,1.0
GLUt4pp,na1,Periplasm,-1.0
GLUtex,glu__L,Extra-organism,-1.0
GLUtex,glu__L,Periplasm,1.0
GLXCL,2h3oppan,Cytosol,1.0
GLXCL,co2,Cytosol,1.0
GLXCL,glx,Cytosol,-2.0
GLXCL,h,Cytosol,-1.0
GLXO3r,glx,Cytosol,-1.0
GLXO3r,h2o2,Cytosol,1.0
GLXO3r,h2o,Cytosol,-1.0
GLXO3r,h,Cytosol,1.0
GLXO3r,o2,Cytosol,-1.0
GLXO3r,oxa,Cytosol,1.0
GLYALDDr,glyald,Cytosol,-1.0
GLYALDDr,glyc__R,Cytosol,1.0
GLYALDDr,h2o,Cytosol,-1.0
GLYALDDr,h,Cytosol,2.0
GLYALDDr,nad,Cytosol,-1.0
GLYALDDr,nadh,Cytosol,1.0
GLYALDtex,glyald,Extra-organism,-1.0
GLYALDtex,glyald,Periplasm,1.0
GLYALDtpp,glyald,Cytosol,1.0
GLYALDtpp,glyald,Periplasm,-1.0
GLYBACT1r,accoa,Cytosol,1.0
GLYBACT1r,coa,Cytosol,-1.0
GLYBACT1r,dhcrncoa,Cytosol,-1.0
GLYBACT1r,glybcoa,Cytosol,1.0
GLYBCOAT,coa,Cytosol,1.0
GLYBCOAT,glyb,Cytosol,1.0
GLYBCOAT,glybcoa,Cytosol,-1.0
GLYBCOAT,h2o,Cytosol,-1.0
GLYBCOAT,h,Cytosol,1.0
GLYBabcpp,adp,Cytosol,1.0
GLYBabcpp,atp,Cytosol,-1.0
GLYBabcpp,glyb,Cytosol,1.0
GLYBabcpp,glyb,Periplasm,-1.0
GLYBabcpp,h2o,Cytosol,-1.0
GLYBabcpp,h,Cytosol,1.0
GLYBabcpp,pi,Cytosol,1.0
GLYBt2pp,glyb,Cytosol,1.0
GLYBt2pp,glyb,Periplasm,-1.0
GLYBt2pp,h,Cytosol,1.0
GLYBt2pp,h,Periplasm,-1.0
GLYBtex,glyb,Extra-organism,-1.0
GLYBtex,glyb,Periplasm,1.0
GLYBti4pp,glyb,Cytosol,1.0
GLYBti4pp,glyb,Periplasm,-1.0
GLYBti4pp,na1,Cytosol,1.0
GLYBti4pp,na1,Periplasm,-1.0
GLYCAt2rpp,glyc__R,Cytosol,1.0
GLYCAt2rpp,glyc__R,Periplasm,-1.0
GLYCAt2rpp,h,Cytosol,1.0
GLYCAt2rpp,h,Periplasm,-1.0
GLYCAtex,glyc__R,Extra-organism,-1.0
GLYCAtex,glyc__R,Periplasm,1.0
GLYCK,3pg,Cytosol,1.0
GLYCK,adp,Cytosol,1.0
GLYCK,atp,Cytosol,-1.0
GLYCK,glyc__R,Cytosol,-1.0
GLYCK,h,Cytosol,1.0
GLYCL,co2,Cytosol,1.0
GLYCL,gly,Cytosol,-1.0
GLYCL,mlthf,Cytosol,1.0
GLYCL,nad,Cytosol,-1.0
GLYCL,nadh,Cytosol,1.0
GLYCL,nh4,Cytosol,1.0
GLYCL,thf,Cytosol,-1.0
GLYCLTDx,glx,Cytosol,-1.0
GLYCLTDx,glyclt,Cytosol,1.0
GLYCLTDx,h,Cytosol,-1.0
GLYCLTDx,nad,Cytosol,1.0
GLYCLTDx,nadh,Cytosol,-1.0
GLYCLTDy,glx,Cytosol,-1.0
GLYCLTDy,glyclt,Cytosol,1.0
GLYCLTDy,h,Cytosol,-1.0
GLYCLTDy,nadp,Cytosol,1.0
GLYCLTDy,nadph,Cytosol,-1.0
GLYCLTt2rpp,glyclt,Cytosol,1.0
GLYCLTt2rpp,glyclt,Periplasm,-1.0
GLYCLTt2rpp,h,Cytosol,1.0
GLYCLTt2rpp,h,Periplasm,-1.0
GLYCLTt4pp,glyclt,Cytosol,1.0
GLYCLTt4pp,glyclt,Periplasm,-1.0
GLYCLTt4pp,na1,Cytosol,1.0
GLYCLTt4pp,na1,Periplasm,-1.0
GLYCLTtex,glyclt,Extra-organism,-1.0
GLYCLTtex,glyclt,Periplasm,1.0
GLYCOLDHpp,gcald,Periplasm,1.0
GLYCOLDHpp,glycol,Periplasm,-1.0
GLYCOLDHpp,pqq,Periplasm,-1.0
GLYCOLDHpp,pqqh2,Periplasm,1.0
GLYCOLtex,glycol,Extra-organism,-1.0
GLYCOLtex,glycol,Periplasm,1.0
GLYCTO1,glx,Cytosol,1.0
GLYCTO1,glyclt,Cytosol,-1.0
GLYCTO1,h2o2,Cytosol,1.0
GLYCTO1,o2,Cytosol,-1.0
GLYCtex,glyc,Extra-organism,-1.0
GLYCtex,glyc,Periplasm,1.0
GLYCtpp,glyc,Cytosol,-1.0
GLYCtpp,glyc,Periplasm,1.0
HPYRRx,glyc__R,Cytosol,1.0
HPYRRx,h,Cytosol,-1.0
HPYRRx,hpyr,Cytosol,-1.0
HPYRRx,nad,Cytosol,1.0
HPYRRx,nadh,Cytosol,-1.0
GLYGLNabcpp,adp,Cytosol,1.0
GLYGLNabcpp,atp,Cytosol,-1.0
GLYGLNabcpp,glygln,Cytosol,1.0
GLYGLNabcpp,glygln,Periplasm,-1.0
GLYGLNabcpp,h2o,Cytosol,-1.0
GLYGLNabcpp,h,Cytosol,1.0
GLYGLNabcpp,pi,Cytosol,1.0
GLYGLNtex,glygln,Extra-organism,-1.0
GLYGLNtex,glygln,Periplasm,1.0
GLYGLUabcpp,adp,Cytosol,1.0
GLYGLUabcpp,atp,Cytosol,-1.0
GLYGLUabcpp,glyglu,Cytosol,1.0
GLYGLUabcpp,glyglu,Periplasm,-1.0
GLYGLUabcpp,h2o,Cytosol,-1.0
GLYGLUabcpp,h,Cytosol,1.0
GLYGLUabcpp,pi,Cytosol,1.0
GLYGLUtex,glyglu,Extra-organism,-1.0
GLYGLUtex,glyglu,Periplasm,1.0
GLYGLYabcpp,adp,Cytosol,1.0
GLYGLYabcpp,atp,Cytosol,-1.0
GLYGLYabcpp,glygly,Cytosol,1.0
GLYGLYabcpp,glygly,Periplasm,-1.0
GLYGLYabcpp,h2o,Cytosol,-1.0
GLYGLYabcpp,h,Cytosol,1.0
GLYGLYabcpp,pi,Cytosol,1.0
GLYGLYtex,glygly,Extra-organism,-1.0
GLYGLYtex,glygly,Periplasm,1.0
GLYK,adp,Cytosol,1.0
GLYK,atp,Cytosol,-1.0
GLYK,glyc3p,Cytosol,1.0
GLYK,glyc,Cytosol,-1.0
GLYK,h,Cytosol,1.0
GLYMETabcpp,adp,Cytosol,1.0
GLYMETabcpp,atp,Cytosol,-1.0
GLYMETabcpp,glymet,Cytosol,1.0
GLYMETabcpp,glymet,Periplasm,-1.0
GLYMETabcpp,h2o,Cytosol,-1.0
GLYMETabcpp,h,Cytosol,1.0
GLYMETabcpp,pi,Cytosol,1.0
GLYMETtex,glymet,Extra-organism,-1.0
GLYMETtex,glymet,Periplasm,1.0
GLYO1,glx,Cytosol,1.0
GLYO1,gly,Cytosol,-1.0
GLYO1,h2o2,Cytosol,1.0
GLYO1,h2o,Cytosol,-1.0
GLYO1,nh4,Cytosol,1.0
GLYO1,o2,Cytosol,-1.0
GLYOX,gthrd,Cytosol,1.0
GLYOX,h2o,Cytosol,-1.0
GLYOX,h,Cytosol,1.0
GLYOX,lac__D,Cytosol,1.0
GLYOX,lgt__S,Cytosol,-1.0
GLYPHEabcpp,adp,Cytosol,1.0
GLYPHEabcpp,atp,Cytosol,-1.0
GLYPHEabcpp,glyphe,Cytosol,1.0
GLYPHEabcpp,glyphe,Periplasm,-1.0
GLYPHEabcpp,h2o,Cytosol,-1.0
GLYPHEabcpp,h,Cytosol,1.0
GLYPHEabcpp,pi,Cytosol,1.0
GLYPHEtex,glyphe,Extra-organism,-1.0
GLYPHEtex,glyphe,Periplasm,1.0
GLYSERabcpp,adp,Cytosol,1.0
GLYSERabcpp,atp,Cytosol,-1.0
GLYSERabcpp,glyser,Cytosol,1.0
GLYSERabcpp,glyser,Periplasm,-1.0
GLYSERabcpp,h2o,Cytosol,-1.0
GLYSERabcpp,h,Cytosol,1.0
GLYSERabcpp,pi,Cytosol,1.0
GLYSERtex,glyser,Extra-organism,-1.0
GLYSERtex,glyser,Periplasm,1.0
GLYabcpp,adp,Cytosol,1.0
GLYabcpp,atp,Cytosol,-1.0
GLYabcpp,gly,Cytosol,1.0
GLYabcpp,gly,Periplasm,-1.0
GLYabcpp,h2o,Cytosol,-1.0
GLYabcpp,h,Cytosol,1.0
GLYabcpp,pi,Cytosol,1.0
GLYt2pp,gly,Cytosol,1.0
GLYt2pp,gly,Periplasm,-1.0
GLYt2pp,h,Cytosol,1.0
GLYt2pp,h,Periplasm,-1.0
GLYt4pp,gly,Cytosol,1.0
GLYt4pp,gly,Periplasm,-1.0
GLYt4pp,na1,Cytosol,1.0
GLYt4pp,na1,Periplasm,-1.0
GLYtex,gly,Extra-organism,-1.0
GLYtex,gly,Periplasm,1.0
GMAND,gdpddman,Cytosol,1.0
GMAND,gdpmann,Cytosol,-1.0
GMAND,h2o,Cytosol,1.0
GMHEPAT,adphep_DD,Cytosol,1.0
GMHEPAT,atp,Cytosol,-1.0
GMHEPAT,gmhep1p,Cytosol,-1.0
GMHEPAT,h,Cytosol,-1.0
GMHEPAT,ppi,Cytosol,1.0
GMHEPK,adp,Cytosol,1.0
GMHEPK,atp,Cytosol,-1.0
GMHEPK,gmhep17bp,Cytosol,1.0
GMHEPK,gmhep7p,Cytosol,-1.0
GMHEPK,h,Cytosol,1.0
GMHEPPA,gmhep17bp,Cytosol,-1.0
GMHEPPA,gmhep1p,Cytosol,1.0
GMHEPPA,h2o,Cytosol,-1.0
GMHEPPA,pi,Cytosol,1.0
GMPS2,amp,Cytosol,1.0
GMPS2,atp,Cytosol,-1.0
GMPS2,gln__L,Cytosol,-1.0
GMPS2,glu__L,Cytosol,1.0
GMPS2,gmp,Cytosol,1.0
GMPS2,h2o,Cytosol,-1.0
GMPS2,h,Cytosol,2.0
GMPS2,ppi,Cytosol,1.0
GMPS2,xmp,Cytosol,-1.0
GND,6pgc,Cytosol,-1.0
GND,co2,Cytosol,1.0
GND,nadp,Cytosol,-1.0
GND,nadph,Cytosol,1.0
GND,ru5p__D,Cytosol,1.0
GNK,6pgc,Cytosol,1.0
GNK,adp,Cytosol,1.0
GNK,atp,Cytosol,-1.0
GNK,glcn,Cytosol,-1.0
GNK,h,Cytosol,1.0
GNNUC,gsn,Cytosol,-1.0
GNNUC,gua,Cytosol,1.0
GNNUC,h2o,Cytosol,-1.0
GNNUC,rib__D,Cytosol,1.0
GPDDA2,etha,Cytosol,1.0
GPDDA2,g3pe,Cytosol,-1.0
GPDDA2,glyc3p,Cytosol,1.0
GPDDA2,h2o,Cytosol,-1.0
GPDDA2,h,Cytosol,1.0
GPDDA4,g3pg,Cytosol,-1.0
GPDDA4,glyc3p,Cytosol,1.0
GPDDA4,glyc,Cytosol,1.0
GPDDA4,h2o,Cytosol,-1.0
GPDDA4,h,Cytosol,1.0
GPTNH,5aptn,Cytosol,1.0
GPTNH,gudptn,Cytosol,-1.0
GPTNH,h2o,Cytosol,-1.0
GPTNH,urea,Cytosol,1.0
GRTT,frdp,Cytosol,1.0
GRTT,grdp,Cytosol,-1.0
GRTT,ipdp,Cytosol,-1.0
GRTT,ppi,Cytosol,1.0
GRXR,curate,Cytosol,-1.0
GRXR,curate,Cytosol,1.0
GRXR,gthox,Cytosol,1.0
GRXR,gthrd,Cytosol,-2.0
GTHOr,gthox,Cytosol,-1.0
GTHOr,gthrd,Cytosol,2.0
GTHOr,h,Cytosol,-1.0
GTHOr,nadp,Cytosol,1.0
GTHOr,nadph,Cytosol,-1.0
GTHPi,gthox,Cytosol,1.0
GTHPi,gthrd,Cytosol,-2.0
GTHPi,h2o2,Cytosol,-1.0
GTHPi,h2o,Cytosol,2.0
GTHRDHpp,cgly,Periplasm,1.0
GTHRDHpp,glu__L,Periplasm,1.0
GTHRDHpp,gthrd,Periplasm,-1.0
GTHRDHpp,h2o,Periplasm,-1.0
GTHRDabc2pp,adp,Cytosol,1.0
GTHRDabc2pp,atp,Cytosol,-1.0
GTHRDabc2pp,gthrd,Cytosol,-1.0
GTHRDabc2pp,gthrd,Periplasm,1.0
GTHRDabc2pp,h2o,Cytosol,-1.0
GTHRDabc2pp,h,Cytosol,1.0
GTHRDabc2pp,pi,Cytosol,1.0
GTHS,adp,Cytosol,1.0
GTHS,atp,Cytosol,-1.0
GTHS,glucys,Cytosol,-1.0
GTHS,gly,Cytosol,-1.0
GTHS,gthrd,Cytosol,1.0
GTHS,h,Cytosol,1.0
GTHS,pi,Cytosol,1.0
GTPCI,ahdt,Cytosol,1.0
GTPCI,for,Cytosol,1.0
GTPCI,gtp,Cytosol,-1.0
GTPCI,h2o,Cytosol,-1.0
GTPCI,h,Cytosol,1.0
GTPCII2,25drapp,Cytosol,1.0
GTPCII2,for,Cytosol,1.0
GTPCII2,gtp,Cytosol,-1.0
GTPCII2,h2o,Cytosol,-3.0
GTPCII2,h,Cytosol,2.0
GTPCII2,ppi,Cytosol,1.0
GTPDPDP,gdptp,Cytosol,-1.0
GTPDPDP,h2o,Cytosol,-1.0
GTPDPDP,h,Cytosol,1.0
GTPDPDP,pi,Cytosol,1.0
GTPDPDP,ppgpp,Cytosol,1.0
GTPDPK,amp,Cytosol,1.0
GTPDPK,atp,Cytosol,-1.0
GTPDPK,gdptp,Cytosol,1.0
GTPDPK,gtp,Cytosol,-1.0
GTPDPK,h,Cytosol,1.0
GTPHs,gtp,Cytosol,-1.0
GTPHs,h2o,Cytosol,-1.0
GTPHs,h,Cytosol,-1.0
GTPHs,nh4,Cytosol,1.0
GTPHs,xtp,Cytosol,1.0
GTR1_kt,galhhlipa_kt,Cytosol,1.0
GTR1_kt,h,Cytosol,1.0
GTR1_kt,hhlipa_kt,Cytosol,-1.0
GTR1_kt,udp,Cytosol,1.0
GTR1_kt,udpgal,Cytosol,-1.0
GTR2_kt,galhhlipa_kt,Cytosol,-1.0
GTR2_kt,ggallpsc_kt,Cytosol,1.0
GTR2_kt,h,Cytosol,1.0
GTR2_kt,udp,Cytosol,1.0
GTR2_kt,udpg,Cytosol,-1.0
GUACYC,35cgmp,Cytosol,1.0
GUACYC,gtp,Cytosol,-1.0
GUACYC,ppi,Cytosol,1.0
GUAD,gua,Cytosol,-1.0
GUAD,h2o,Cytosol,-1.0
GUAD,h,Cytosol,-1.0
GUAD,nh4,Cytosol,1.0
GUAD,xan,Cytosol,1.0
GUAPRT,gmp,Cytosol,1.0
GUAPRT,gua,Cytosol,-1.0
