complex_id,name,genes,mod,replace
222.273.peg.5216-MONOMER,,,Oxidized(1),
222.273.peg.5289-MONOMER,,,cd2(1) AND zn2(1) AND mg2(1) AND mn2(1) AND cobalt2(1),
222.273.peg.5290-MONOMER,,,mg2(1) AND cu(1) AND fad(1),
222.273.peg.5293-MONOMER,,,mg2(1),
222.273.peg.5294-MONOMER,,,mg2(1),
222.273.peg.5297-MONOMER,,,mg2(1),
222.273.peg.5308-MONOMER,,,mg2(1),
222.273.peg.5323-MONOMER,,,mg2(1) AND pi(1),
222.273.peg.5323-MONOMER,,,mn2(1) AND pi(1),
222.273.peg.5324-MONOMER,,,mg2(1),
222.273.peg.5358-MONOMER,,,mg2(1),
222.273.peg.5363-MONOMER,,,mg2(1),
222.273.peg.5367-MONOMER,,,mg2(1),
222.273.peg.5388-MONOMER,,,mn2(1),
222.273.peg.5390-MONOMER,,,pydx5p(1),
222.273.peg.5400-MONOMER,,,zn2(2),
222.273.peg.5512-MONOMER,,,mg2(1),
222.273.peg.5590-MONOMER,,,4fe4s(1),
222.273.peg.5599-MONOMER,,,mg2(1),
222.273.peg.5642-MONOMER,,,Oxidized(1),
222.273.peg.5672-MONOMER,,,mg2(1),
222.273.peg.5677-MONOMER,,,mg2(1),
222.273.peg.5688-MONOMER,,,23bpg(1),
222.273.peg.5690-MONOMER,,,Oxidized(1),
222.273.peg.5716-MONOMER,,,mg2(1) AND k(1),
222.273.peg.5717-MONOMER,,,fe2(1),
222.273.peg.5732-MONOMER,,,mg2(1),
222.273.peg.5732-MONOMER,,,mn2(1),
222.273.peg.5741-MONOMER,,,mg2(1),
222.273.peg.5743-MONOMER,,,mg2(1),
222.273.peg.5780-MONOMER,,,mg2(1),
222.273.peg.5839-MONOMER,,,fad(1),
222.273.peg.5859-MONOMER,,,k(4) AND mg2(1),
222.273.peg.5859-MONOMER,,,k(4) AND mn2(1),
222.273.peg.5859-MONOMER,,,k(4) AND cobalt2(1),
222.273.peg.5859-MONOMER,,,k(4) AND zn2(1),
222.273.peg.5859-MONOMER,,,k(4) AND cd2(1),
222.273.peg.5859-MONOMER,,,k(4) AND ni2(1),
222.273.peg.5859-MONOMER,,,k(4) AND ca2(1),
222.273.peg.5859-MONOMER,,,nh4(4) AND mg2(1),
222.273.peg.5859-MONOMER,,,nh4(4) AND mn2(1),
222.273.peg.5859-MONOMER,,,nh4(4) AND cobalt2(1),
222.273.peg.5859-MONOMER,,,nh4(4) AND zn2(1),
222.273.peg.5859-MONOMER,,,nh4(4) AND cd2(1),
222.273.peg.5859-MONOMER,,,nh4(4) AND ni2(1),
222.273.peg.5859-MONOMER,,,nh4(4) AND ca2(1),
222.273.peg.5859-MONOMER,,,tl(4) AND mg2(1),
222.273.peg.5859-MONOMER,,,tl(4) AND mn2(1),
222.273.peg.5859-MONOMER,,,tl(4) AND cobalt2(1),
222.273.peg.5859-MONOMER,,,tl(4) AND zn2(1),
222.273.peg.5859-MONOMER,,,tl(4) AND cd2(1),
222.273.peg.5859-MONOMER,,,tl(4) AND ni2(1),
222.273.peg.5859-MONOMER,,,tl(4) AND ca2(1),
222.273.peg.5859-MONOMER,,,cs(4) AND mg2(1),
222.273.peg.5859-MONOMER,,,cs(4) AND mn2(1),
222.273.peg.5859-MONOMER,,,cs(4) AND cobalt2(1),
222.273.peg.5859-MONOMER,,,cs(4) AND zn2(1),
222.273.peg.5859-MONOMER,,,cs(4) AND cd2(1),
222.273.peg.5859-MONOMER,,,cs(4) AND ni2(1),
222.273.peg.5859-MONOMER,,,cs(4) AND ca2(1),
222.273.peg.5859-MONOMER,,,LI(4) AND mg2(1),
222.273.peg.5859-MONOMER,,,LI(4) AND mn2(1),
222.273.peg.5859-MONOMER,,,LI(4) AND cobalt2(1),
222.273.peg.5859-MONOMER,,,LI(4) AND zn2(1),
222.273.peg.5859-MONOMER,,,LI(4) AND cd2(1),
222.273.peg.5859-MONOMER,,,LI(4) AND ni2(1),
222.273.peg.5859-MONOMER,,,LI(4) AND ca2(1),
222.273.peg.5859-MONOMER,,,na1(4) AND mg2(1),
222.273.peg.5859-MONOMER,,,na1(4) AND mn2(1),
222.273.peg.5859-MONOMER,,,na1(4) AND cobalt2(1),
222.273.peg.5859-MONOMER,,,na1(4) AND zn2(1),
222.273.peg.5859-MONOMER,,,na1(4) AND cd2(1),
222.273.peg.5859-MONOMER,,,na1(4) AND ni2(1),
222.273.peg.5859-MONOMER,,,na1(4) AND ca2(1),
222.273.peg.5878-MONOMER,,,4fe4s(2),
222.273.peg.5899-MONOMER,,,pydx5p(1),
222.273.peg.5911-MONOMER,,,mg2(1),
222.273.peg.5928-MONOMER,,,mg2(1),
222.273.peg.5931-MONOMER,,,nad(1),
222.273.peg.5948-MONOMER,,,mg2(1),
222.273.peg.5953-MONOMER,,,mg2(1),
222.273.peg.5965-MONOMER,,,mg2(1),
222.273.peg.5966-MONOMER,,,cobalt2(1) AND nad(1),
222.273.peg.5967-MONOMER,,,mg2(1),
222.273.peg.5967-MONOMER,,,mn2(1),
222.273.peg.5967-MONOMER,,,cobalt2(1),
222.273.peg.5967-MONOMER,,,fe2(1),
222.273.peg.5967-MONOMER,,,ca2(1),
222.273.peg.5967-MONOMER,,,k(1),
222.273.peg.5969-MONOMER,,,fe2(1),
222.273.peg.5976-MONOMER,,,zn2(1),
222.273.peg.5978-MONOMER,,,Oxidized(1),
222.273.peg.6035-MONOMER,,,acetyl(1),
222.273.peg.6044-MONOMER,,,mg2(1),
222.273.peg.6052-MONOMER,,,pydx5p(1),
222.273.peg.6079-MONOMER,,,fe2(1),
CPLX_TRPS2-2,,,pydx5p(1),
CPLX_ADCS-0,,,mg2(1),
CPLX_GLUN-0,,,fe2(1) AND fad(1),
CPLX_NTRIR2x-0,,,2fe2s(1) AND fad(1) AND sheme(1),
CPLX_CBPS-0,,,mg2(1),
CPLX_CBPS-0,,,mn2(1),
CPLX_CBPS-0,,,cobalt2(1),
CPLX_CBPS-0,,,cd2(1),
CPLX_CBPS-0,,,zn2(1),
CPLX_TMAOR2pp-0,,,bmocogdp(1),
CPLX_RNDR1b-0,,,mg2(1) AND fe2(1),
CPLX_CYTBO3_4pp-8,,,pheme(1) AND hemeO(1) AND cu2(1),
CPLX_FDH4pp-0,,,bmocogdp(1),
