Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
NCTC13359_02697-MONOMER	Periplasm	NCTC13359_02697()	Periplasm	s
NCTC13359_05615-MONOMER	Outer_Membrane	NCTC13359_05615()	Outer_Membrane	sb
CPLX_FE3DHBZStonex-0	Outer_Membrane	NCTC13359_05615()	Outer_Membrane	sb
NCTC13359_03558-MONOMER	Inner_Membrane	NCTC13359_03558()	Inner_Membrane	r
NCTC13359_05488-MONOMER	Inner_Membrane	NCTC13359_05488()	Inner_Membrane	p
NCTC13359_02560-MONOMER	Inner_Membrane	NCTC13359_02560()	Inner_Membrane	r
NCTC13359_04775-MONOMER	Outer_Membrane	NCTC13359_04775()	Outer_Membrane	pla
NCTC13359_01539-MONOMER	Inner_Membrane	NCTC13359_01539()	Inner_Membrane	r
NCTC13359_03831-MONOMER	Inner_Membrane	NCTC13359_03831()	Inner_Membrane	r
NCTC13359_01447-MONOMER	Inner_Membrane	NCTC13359_01447()	Inner_Membrane	r
CPLX_FE2t4pp-1	Inner_Membrane	NCTC13359_01447()	Inner_Membrane	r
NCTC13359_05242-MONOMER	Inner_Membrane	NCTC13359_05242()	Inner_Membrane	r
NCTC13359_00076-MONOMER	Inner_Membrane	NCTC13359_00076()	Inner_Membrane	r
NCTC13359_00301-MONOMER	Inner_Membrane	NCTC13359_00301()	Inner_Membrane	pa
CPLX_METabcpp-0	Inner_Membrane	NCTC13359_00301()	Inner_Membrane	pa
NCTC13359_03435-MONOMER	Inner_Membrane	NCTC13359_03435()	Inner_Membrane	r
CPLX_rxn05614-0	Inner_Membrane	NCTC13359_03435()	Inner_Membrane	r
NCTC13359_05515-MONOMER	Inner_Membrane	NCTC13359_05515()	Inner_Membrane	r
NCTC13359_01592-MONOMER	Inner_Membrane	NCTC13359_01592()	Inner_Membrane	r
CPLX_K2L4Aabctex-0	Inner_Membrane	NCTC13359_01592()	Inner_Membrane	r
NCTC13359_01593-MONOMER	Inner_Membrane	NCTC13359_01593()	Inner_Membrane	r
CPLX_K2L4Aabctex-0	Inner_Membrane	NCTC13359_01593()	Inner_Membrane	r
NCTC13359_05560-MONOMER	Inner_Membrane	NCTC13359_05560()	Periplasm	s
CPLX_K2L4Aabctex-0	Inner_Membrane	NCTC13359_05560()	Periplasm	s
NCTC13359_06037-MONOMER	Inner_Membrane	NCTC13359_06037()	Inner_Membrane	r
NCTC13359_04102-MONOMER	Inner_Membrane	NCTC13359_04102()	Periplasm	s
CPLX_MOBDabcpp-0	Inner_Membrane	NCTC13359_04102()	Periplasm	s
NCTC13359_05434-MONOMER	Inner_Membrane	NCTC13359_05434()	Inner_Membrane	r
NCTC13359_04621-MONOMER	Inner_Membrane	NCTC13359_04621()	Inner_Membrane	p
NCTC13359_00187-MONOMER	Inner_Membrane	NCTC13359_00187()	Inner_Membrane	r
NCTC13359_04036-MONOMER	Outer_Membrane	NCTC13359_04036()	Outer_Membrane	sb
CPLX_FE3DHBZStonex-1	Outer_Membrane	NCTC13359_04036()	Outer_Membrane	sb
CPLX_SALCHS4FEtonex-0	Outer_Membrane	NCTC13359_04036()	Outer_Membrane	sb
NCTC13359_03866-MONOMER	Inner_Membrane	NCTC13359_03866()	Inner_Membrane	r
NCTC13359_01511-MONOMER	Outer_Membrane	NCTC13359_01511()	Outer_Membrane	sb
NCTC13359_02633-MONOMER	Inner_Membrane	NCTC13359_02633()	Inner_Membrane	r
CPLX_FE3DCITabcpp-0	Inner_Membrane	NCTC13359_02633()	Inner_Membrane	r
CPLX_CBIuabcpp-1	Inner_Membrane	NCTC13359_02633()	Inner_Membrane	r
NCTC13359_05449-MONOMER	Inner_Membrane	NCTC13359_05449()	Inner_Membrane	r
NCTC13359_00730-MONOMER	Inner_Membrane	NCTC13359_00730()	Inner_Membrane	r
NCTC13359_01472-MONOMER	Inner_Membrane	NCTC13359_01472()	Periplasm	s
CPLX_BUTSO3abcpp-1	Inner_Membrane	NCTC13359_01472()	Periplasm	s
NCTC13359_01474-MONOMER	Inner_Membrane	NCTC13359_01474()	Inner_Membrane	r
CPLX_BUTSO3abcpp-1	Inner_Membrane	NCTC13359_01474()	Inner_Membrane	r
CPLX_LCYSTabcpp-0	Inner_Membrane	NCTC13359_01474()	Inner_Membrane	r
NCTC13359_04712-MONOMER	Outer_Membrane	NCTC13359_04712()	Outer_Membrane	sb
NCTC13359_04643-MONOMER	Periplasm	NCTC13359_04643()	Periplasm	s
NCTC13359_00975-MONOMER	Inner_Membrane	NCTC13359_00975()	Inner_Membrane	r
NCTC13359_06370-MONOMER	Inner_Membrane	NCTC13359_06370()	Inner_Membrane	p
NCTC13359_01098-MONOMER	Inner_Membrane	NCTC13359_01098()	Inner_Membrane	r
NCTC13359_01600-MONOMER	Inner_Membrane	NCTC13359_01600()	Inner_Membrane	r
NCTC13359_01601-MONOMER	Inner_Membrane	NCTC13359_01601()	Inner_Membrane	r
NCTC13359_02979-MONOMER	Periplasm	NCTC13359_02979()	Periplasm	s
NCTC13359_05905-MONOMER	Outer_Membrane	NCTC13359_05905()	Outer_Membrane	pla
NCTC13359_02551-MONOMER	Inner_Membrane	NCTC13359_02551()	Inner_Membrane	r
NCTC13359_01834-MONOMER	Outer_Membrane	NCTC13359_01834()	Outer_Membrane	sb
NCTC13359_01622-MONOMER	Outer_Membrane	NCTC13359_01622()	Outer_Membrane	pla
NCTC13359_05774-MONOMER	Outer_Membrane	NCTC13359_05774()	Outer_Membrane	pla
NCTC13359_00365-MONOMER	Inner_Membrane	NCTC13359_00365()	Inner_Membrane	ra
NCTC13359_00988-MONOMER	Periplasm	NCTC13359_00988()	Periplasm	s
NCTC13359_00718-MONOMER	Inner_Membrane	NCTC13359_00718()	Inner_Membrane	r
NCTC13359_05788-MONOMER	Inner_Membrane	NCTC13359_05788()	Inner_Membrane	r
NCTC13359_06125-MONOMER	Periplasm	NCTC13359_06125()	Periplasm	t
NCTC13359_02482-MONOMER	Inner_Membrane	NCTC13359_02482()	Inner_Membrane	s
NCTC13359_01355-MONOMER	Inner_Membrane	NCTC13359_01355()	Inner_Membrane	s
NCTC13359_01378-MONOMER	Membrane	NCTC13359_01378()	Membrane	s
NCTC13359_02303-MONOMER	Membrane	NCTC13359_02303()	Membrane	s
NCTC13359_02771-MONOMER	Membrane	NCTC13359_02771()	Membrane	s
NCTC13359_00756-MONOMER	Inner_Membrane	NCTC13359_00756()	Inner_Membrane	s
NCTC13359_02179-MONOMER	Inner_Membrane	NCTC13359_02179()	Inner_Membrane	s
NCTC13359_03573-MONOMER	Inner_Membrane	NCTC13359_03573()	Inner_Membrane	s
NCTC13359_04357-MONOMER	Inner_Membrane	NCTC13359_04357()	Inner_Membrane	s
NCTC13359_04494-MONOMER	Membrane	NCTC13359_04494()	Membrane	s
NCTC13359_05254-MONOMER	Inner_Membrane	NCTC13359_05254()	Inner_Membrane	s
NCTC13359_00093-MONOMER	Inner_Membrane	NCTC13359_00093()	Inner_Membrane	s
NCTC13359_02313-MONOMER	Inner_Membrane	NCTC13359_02313()	Inner_Membrane	s
NCTC13359_05243-MONOMER	Inner_Membrane	NCTC13359_05243()	Inner_Membrane	s
NCTC13359_05458-MONOMER	Membrane	NCTC13359_05458()	Membrane	s
NCTC13359_06284-MONOMER	Inner_Membrane	NCTC13359_06284()	Inner_Membrane	s
NCTC13359_00165-MONOMER	Inner_Membrane	NCTC13359_00165()	Inner_Membrane	s
NCTC13359_02015-MONOMER	Inner_Membrane	NCTC13359_02015()	Inner_Membrane	s
NCTC13359_01755-MONOMER	Inner_Membrane	NCTC13359_01755()	Inner_Membrane	s
NCTC13359_00025-MONOMER	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_APSR-0	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_METSOXR1-0	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_METSOXR1-1	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_RNDR1-0	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_THIORDXi-0	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_THIORDXi-3	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_THIORDXi-6	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_THIORDXi-9	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_THIORDXi-12	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_TRDR-0	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
CPLX_TRDR-1	Inner_Membrane	NCTC13359_00025()	Inner_Membrane	s
NCTC13359_05479-MONOMER	Membrane	NCTC13359_05479()	Membrane	s
NCTC13359_05994-MONOMER	Membrane	NCTC13359_05994()	Membrane	s
NCTC13359_01727-MONOMER	Membrane	NCTC13359_01727()	Membrane	s
NCTC13359_05112-MONOMER	Membrane	NCTC13359_05112()	Membrane	s
NCTC13359_04687-MONOMER	Inner_Membrane	NCTC13359_04687()	Inner_Membrane	s
NCTC13359_01900-MONOMER	Inner_Membrane	NCTC13359_01900()	Inner_Membrane	s
NCTC13359_01265-MONOMER	Membrane	NCTC13359_01265()	Membrane	s
NCTC13359_06005-MONOMER	Membrane	NCTC13359_06005()	Membrane	s
NCTC13359_00364-MONOMER	Inner_Membrane	NCTC13359_00364()	Inner_Membrane	s
NCTC13359_02239-MONOMER	Inner_Membrane	NCTC13359_02239()	Inner_Membrane	s
NCTC13359_05835-MONOMER	Membrane	NCTC13359_05835()	Membrane	s
NCTC13359_01839-MONOMER	Inner_Membrane	NCTC13359_01839()	Inner_Membrane	s
NCTC13359_04185-MONOMER	Inner_Membrane	NCTC13359_04185()	Inner_Membrane	s
NCTC13359_05883-MONOMER	Membrane	NCTC13359_05883()	Membrane	s
NCTC13359_01113-MONOMER	Membrane	NCTC13359_01113()	Membrane	s
CPLX_rPY00220-0	Membrane	NCTC13359_01113()	Membrane	s
NCTC13359_05508-MONOMER	Inner_Membrane	NCTC13359_05508()	Inner_Membrane	s
NCTC13359_01832-MONOMER	Inner_Membrane	NCTC13359_01832()	Inner_Membrane	s
NCTC13359_05578-MONOMER	Inner_Membrane	NCTC13359_05578()	Inner_Membrane	s
NCTC13359_00086-MONOMER	Inner_Membrane	NCTC13359_00086()	Inner_Membrane	s
NCTC13359_00044-MONOMER	Inner_Membrane	NCTC13359_00044()	Inner_Membrane	s
NCTC13359_06010-MONOMER	Membrane	NCTC13359_06010()	Membrane	s
NCTC13359_06307-MONOMER	Inner_Membrane	NCTC13359_06307()	Inner_Membrane	s
NCTC13359_04058-MONOMER	Inner_Membrane	NCTC13359_04058()	Inner_Membrane	s
NCTC13359_00023-MONOMER	Membrane	NCTC13359_00023()	Membrane	s
NCTC13359_04170-MONOMER	Membrane	NCTC13359_04170()	Membrane	s
NCTC13359_01847-MONOMER	Membrane	NCTC13359_01847()	Membrane	s
NCTC13359_06420-MONOMER	Membrane	NCTC13359_06420()	Membrane	s
NCTC13359_06038-MONOMER	Inner_Membrane	NCTC13359_06038()	Inner_Membrane	s
NCTC13359_05041-MONOMER	Inner_Membrane	NCTC13359_05041()	Inner_Membrane	s
NCTC13359_00021-MONOMER	Inner_Membrane	NCTC13359_00021()	Inner_Membrane	s
CPLX_OPHBDC-0	Inner_Membrane	NCTC13359_00021()	Inner_Membrane	s
NCTC13359_06231-MONOMER	Membrane	NCTC13359_06231()	Membrane	s
NCTC13359_00223-MONOMER	Membrane	NCTC13359_00223()	Membrane	s
NCTC13359_04163-MONOMER	Membrane	NCTC13359_04163()	Membrane	s
CPLX_KAS13-0	Membrane	NCTC13359_04163()	Membrane	s
NCTC13359_06250-MONOMER	Inner_Membrane	NCTC13359_06250()	Inner_Membrane	s
NCTC13359_00026-MONOMER	Inner_Membrane	NCTC13359_00026()	Inner_Membrane	s
NCTC13359_01074-MONOMER	Membrane	NCTC13359_01074()	Membrane	s
NCTC13359_02137-MONOMER	Membrane	NCTC13359_02137()	Membrane	s
NCTC13359_01985-MONOMER	Membrane	NCTC13359_01985()	Membrane	s
NCTC13359_06015-MONOMER	Membrane	NCTC13359_06015()	Membrane	s
NCTC13359_02323-MONOMER	Membrane	NCTC13359_02323()	Membrane	s
NCTC13359_05641-MONOMER	Inner_Membrane	NCTC13359_05641()	Inner_Membrane	s
NCTC13359_04835-MONOMER	Inner_Membrane	NCTC13359_04835()	Inner_Membrane	s
NCTC13359_02406-MONOMER	Inner_Membrane	NCTC13359_02406()	Inner_Membrane	s
NCTC13359_00284-MONOMER	Periplasm	NCTC13359_00284()	Periplasm	s
NCTC13359_01827-MONOMER	Membrane	NCTC13359_01827()	Membrane	s
NCTC13359_01076-MONOMER	Inner_Membrane	NCTC13359_01076()	Inner_Membrane	s
NCTC13359_02147-MONOMER	Inner_Membrane	NCTC13359_02147()	Inner_Membrane	s
NCTC13359_03126-MONOMER	Periplasm	NCTC13359_03126()	Periplasm	s
NCTC13359_02928-MONOMER	Periplasm	NCTC13359_02928()	Periplasm	s
NCTC13359_06028-MONOMER	Inner_Membrane	NCTC13359_06028()	Inner_Membrane	s
NCTC13359_00343-MONOMER	Inner_Membrane	NCTC13359_00343()	Inner_Membrane	s
NCTC13359_01048-MONOMER	Inner_Membrane	NCTC13359_01048()	Inner_Membrane	s
NCTC13359_06486-MONOMER	Inner_Membrane	NCTC13359_06486()	Inner_Membrane	s
NCTC13359_02841-MONOMER	Membrane	NCTC13359_02841()	Membrane	s
NCTC13359_06027-MONOMER	Membrane	NCTC13359_06027()	Membrane	s
NCTC13359_04348-MONOMER	Inner_Membrane	NCTC13359_04348()	Inner_Membrane	s
NCTC13359_03843-MONOMER	Membrane	NCTC13359_03843()	Membrane	s
NCTC13359_00028-MONOMER	Outer_Membrane	NCTC13359_00028()	Outer_Membrane	s
NCTC13359_05006-MONOMER	Membrane	NCTC13359_05006()	Membrane	s
NCTC13359_05499-MONOMER	Inner_Membrane	NCTC13359_05499()	Inner_Membrane	s
NCTC13359_00753-MONOMER	Inner_Membrane	NCTC13359_00753()	Inner_Membrane	s
