complex_id,name,genes,mod,replace
HXW90_24020-MONOMER,,,pan4p(1) AND but(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3ha(1),
HXW90_24020-MONOMER,,,pan4p(1) AND egme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND ogme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND gme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND hgme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND thex2e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3ohex(1),
HXW90_24020-MONOMER,,,pan4p(1) AND hex(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hhex(1),
HXW90_24020-MONOMER,,,pan4p(1) AND pim(1),
HXW90_24020-MONOMER,,,pan4p(1) AND epme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND opme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND pme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND hpme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND toct2e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3ooct(1),
HXW90_24020-MONOMER,,,pan4p(1) AND oc(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hoct(1),
HXW90_24020-MONOMER,,,pan4p(1) AND tdec2e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND cdec3e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3odec(1),
HXW90_24020-MONOMER,,,pan4p(1) AND dca(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hdec(1),
HXW90_24020-MONOMER,,,pan4p(1) AND t3c5ddece(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND tddec2e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND cddec5e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3oddec(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND ddca(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hddec(1),
HXW90_24020-MONOMER,,,pan4p(1) AND t3c7mrse(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND tde(1),
HXW90_24020-MONOMER,,,pan4p(1) AND tmrs2e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3omrs(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND myrs(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hmrs(1),
HXW90_24020-MONOMER,,,pan4p(1) AND t3c9palme(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND hde(1),
HXW90_24020-MONOMER,,,pan4p(1) AND tpalm2e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3opalm(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND palm(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hpalm(1),
HXW90_24020-MONOMER,,,pan4p(1) AND t3c11vace(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND toctd2e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND octe(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3ooctd(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
HXW90_24020-MONOMER,,,pan4p(1) AND ocdca(1),
HXW90_24020-MONOMER,,,pan4p(1) AND 3hocta(1),
HXW90_24070-MONOMER,,,zn2(2),
HXW90_24305-MONOMER,,,zn2(4),
HXW90_24310-MONOMER,,,pydx5p(1),
HXW90_24350-MONOMER,,,pydx5p(1),
HXW90_24650-MONOMER,,,mg2(1),
HXW90_24760-MONOMER,,,fe3(1),
HXW90_24935-MONOMER,,,4fe4s(1),
HXW90_24955-MONOMER,,,4fe4s(1),
HXW90_25105-MONOMER,,,mn2(1) AND mg2(1),
HXW90_25205-MONOMER,,,mg2(1) AND k(1),
HXW90_25205-MONOMER,,,mn2(1) AND k(1),
HXW90_25215-MONOMER,,,4fe4s(1),
HXW90_25490-MONOMER,,,pydx5p(1),
HXW90_25500-MONOMER,,,Oxidized(1),
HXW90_25550-MONOMER,,,mg2(1),
HXW90_25590-MONOMER,,,zn2(1),
HXW90_25615-MONOMER,,,mg2(1),
HXW90_25765-MONOMER,,,mg2(1),
HXW90_25830-MONOMER,,,mg2(4),
HXW90_25835-MONOMER,,,mn2(1),
HXW90_25850-MONOMER,,,4fe4s(1),
HXW90_25855-MONOMER,,,mg2(1),
HXW90_25855-MONOMER,,,mn2(1),
HXW90_25855-MONOMER,,,ca2(1),
HXW90_25885-MONOMER,,,fe2(1),
HXW90_25885-MONOMER,,,fe2(2),
HXW90_25890-MONOMER,,,pydx5p(2),
HXW90_25910-MONOMER,,,mg2(1),
HXW90_25935-MONOMER,,,zn2(6),
HXW90_26160-MONOMER,,,mg2(1),
HXW90_26160-MONOMER,,,ca2(1),
HXW90_26190-MONOMER,,,fad(1) AND pheme(1),
HXW90_26285-MONOMER,,,zn2(1),
HXW90_26290-MONOMER,,,mg2(1),
HXW90_26290-MONOMER,,,mn2(1),
HXW90_26290-MONOMER,,,ca2(1),
HXW90_26345-MONOMER,,,mg2(1),
HXW90_26365-MONOMER,,,mg2(1),
HXW90_26430-MONOMER,,,fad(1),
HXW90_26625-MONOMER,,,mg2(1),
HXW90_26730-MONOMER,,,mg2(1),
HXW90_26735-MONOMER,,,mg2(1),
HXW90_26740-MONOMER,,,mg2(1) AND k(1),
HXW90_26740-MONOMER,,,mg2(1) AND nh4(1),
HXW90_26740-MONOMER,,,mn2(1) AND k(1),
HXW90_26740-MONOMER,,,mn2(1) AND nh4(1),
HXW90_26835-MONOMER,,,mg2(1),
HXW90_26880-MONOMER,,,zn2(4),
HXW90_27395-MONOMER,,,fad(1),
HXW90_27635-MONOMER,,,mg2(1),
HXW90_27640-MONOMER,,,pydx5p(1),
HXW90_27655-MONOMER,,,4fe4s(1),
HXW90_27720-MONOMER,,,4fe4s(2),
HXW90_27770-MONOMER,,,mg2(1),
HXW90_27835-MONOMER,,,mg2(1),
HXW90_27850-MONOMER,,,mg2(1),
HXW90_27885-MONOMER,,,mg2(1),
HXW90_28005-MONOMER,,,mg2(1),
HXW90_28005-MONOMER,,,mn2(1),
HXW90_28010-MONOMER,,,thmpp(1),
HXW90_28030-MONOMER,,,mg2(1),
HXW90_28035-MONOMER,,,mg2(1),
HXW90_28345-MONOMER,,,acetyl(1),
HXW90_28425-MONOMER,,,mg2(1),
HXW90_28430-MONOMER,,,2fe2s(1),
HXW90_28430-MONOMER,,,4fe4s(1),
HXW90_28505-MONOMER,,,mg2(1) AND cl(1),
HXW90_28760-MONOMER,,,mg2(1),
HXW90_28780-MONOMER,,,4fe4s(1) AND 2fe2s(1),
HXW90_28815-MONOMER,,,mg2(1),
HXW90_29195-MONOMER,,,thmpp(1) AND mn2(1) AND mg2(1),
HXW90_29205-MONOMER,,,k(4) AND mg2(1),
HXW90_29205-MONOMER,,,k(4) AND mn2(1),
HXW90_29205-MONOMER,,,k(4) AND cobalt2(1),
HXW90_29205-MONOMER,,,k(4) AND zn2(1),
HXW90_29205-MONOMER,,,k(4) AND cd2(1),
HXW90_29205-MONOMER,,,k(4) AND ni2(1),
HXW90_29205-MONOMER,,,k(4) AND ca2(1),
HXW90_29205-MONOMER,,,nh4(4) AND mg2(1),
HXW90_29205-MONOMER,,,nh4(4) AND mn2(1),
HXW90_29205-MONOMER,,,nh4(4) AND cobalt2(1),
HXW90_29205-MONOMER,,,nh4(4) AND zn2(1),
HXW90_29205-MONOMER,,,nh4(4) AND cd2(1),
HXW90_29205-MONOMER,,,nh4(4) AND ni2(1),
HXW90_29205-MONOMER,,,nh4(4) AND ca2(1),
HXW90_29205-MONOMER,,,tl(4) AND mg2(1),
HXW90_29205-MONOMER,,,tl(4) AND mn2(1),
HXW90_29205-MONOMER,,,tl(4) AND cobalt2(1),
HXW90_29205-MONOMER,,,tl(4) AND zn2(1),
HXW90_29205-MONOMER,,,tl(4) AND cd2(1),
HXW90_29205-MONOMER,,,tl(4) AND ni2(1),
HXW90_29205-MONOMER,,,tl(4) AND ca2(1),
HXW90_29205-MONOMER,,,cs(4) AND mg2(1),
HXW90_29205-MONOMER,,,cs(4) AND mn2(1),
HXW90_29205-MONOMER,,,cs(4) AND cobalt2(1),
HXW90_29205-MONOMER,,,cs(4) AND zn2(1),
HXW90_29205-MONOMER,,,cs(4) AND cd2(1),
HXW90_29205-MONOMER,,,cs(4) AND ni2(1),
HXW90_29205-MONOMER,,,cs(4) AND ca2(1),
HXW90_29205-MONOMER,,,LI(4) AND mg2(1),
HXW90_29205-MONOMER,,,LI(4) AND mn2(1),
HXW90_29205-MONOMER,,,LI(4) AND cobalt2(1),
HXW90_29205-MONOMER,,,LI(4) AND zn2(1),
HXW90_29205-MONOMER,,,LI(4) AND cd2(1),
HXW90_29205-MONOMER,,,LI(4) AND ni2(1),
HXW90_29205-MONOMER,,,LI(4) AND ca2(1),
HXW90_29205-MONOMER,,,na1(4) AND mg2(1),
HXW90_29205-MONOMER,,,na1(4) AND mn2(1),
HXW90_29205-MONOMER,,,na1(4) AND cobalt2(1),
HXW90_29205-MONOMER,,,na1(4) AND zn2(1),
HXW90_29205-MONOMER,,,na1(4) AND cd2(1),
HXW90_29205-MONOMER,,,na1(4) AND ni2(1),
HXW90_29205-MONOMER,,,na1(4) AND ca2(1),
HXW90_29260-MONOMER,,,fad(1),
HXW90_29290-MONOMER,,,pydx5p(1),
HXW90_29415-MONOMER,,,mg2(1),
HXW90_29495-MONOMER,,,mg2(1),
HXW90_29600-MONOMER,,,mg2(1),
HXW90_29630-MONOMER,,,4fe4s(1),
HXW90_29710-MONOMER,,,mg2(1),
HXW90_29750-MONOMER,,,pydx5p(1),
HXW90_29940-MONOMER,,,zn2(1),
HXW90_29985-MONOMER,,,pydx5p(1),
HXW90_30100-MONOMER,,,mn2(1),
HXW90_30110-MONOMER,,,mg2(3),
HXW90_30115-MONOMER,,,Oxidized(1),
HXW90_30165-MONOMER,,,mg2(1),
HXW90_30255-MONOMER,,,dpm(1),
HXW90_30285-MONOMER,,,mg2(1),
HXW90_30300-MONOMER,,,fe2(1),
HXW90_30310-MONOMER,,,pydx5p(1),
HXW90_30470-MONOMER,,,pydx5p(1),
HXW90_30550-MONOMER,,,fmn(1),
HXW90_30550-MONOMER,,,mg2(1),
HXW90_30555-MONOMER,,,zn2(1),
HXW90_30565-MONOMER,,,mg2(1),
HXW90_30570-MONOMER,,,mg2(1),
HXW90_30590-MONOMER,,,mg2(1),
HXW90_30600-MONOMER,,,mg2(1),
HXW90_30605-MONOMER,,,mg2(1),
HXW90_30610-MONOMER,,,mn2(1),
HXW90_30855-MONOMER,,,mg2(1),
HXW90_30955-MONOMER,,,mg2(1),
HXW90_30955-MONOMER,,,mn2(1),
HXW90_30955-MONOMER,,,cobalt2(1),
HXW90_31290-MONOMER,,,mg2(1),
CPLX-tRNA-PHE-LIGASE,,,mg2(1),
CPLX_ACCOAC-0,,,btn(1),
CPLX_ETHAAL-0,,,adocbl(1),
CPLX_GLUSx-0,,,fe2(1) AND fad(1),
CPLX_NADH16pp-0,,,2fe2s(1) AND 4fe4s(1) AND fmn(1),
CPLX_TRPS1-0,,,pydx5p(1),
CPLX_GLYCL-0,,,lipoyl(1),
CPLX_SCYSDS-0,,,pydx5p(1),
CPLX_CBPS-0,,,mg2(1),
CPLX_CBPS-0,,,mn2(1),
CPLX_CBPS-0,,,cobalt2(1),
CPLX_CBPS-0,,,cd2(1),
CPLX_CBPS-0,,,zn2(1),
CPLX_SUCDi-0,,,3fe4s(1) AND fad(1) AND 2fe2s(1) AND 4fe4s(1),
