Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
BSU08200-MONOMER	Plasma_Membrane	BSU08200()	Plasma_Membrane	s
BSU19180-MONOMER	Plasma_Membrane	BSU19180()	Plasma_Membrane	s
BSU18849-MONOMER	Plasma_Membrane	BSU18849()	Plasma_Membrane	s
BSU22230-MONOMER	Plasma_Membrane	BSU22230()	Plasma_Membrane	s
BSU22380-MONOMER	Plasma_Membrane	BSU22380()	Plasma_Membrane	s
BSU05830-MONOMER	Plasma_Membrane	BSU05830()	Plasma_Membrane	s
BSU16340-MONOMER	Plasma_Membrane	BSU16340()	Plasma_Membrane	s
BSU31550-MONOMER	Plasma_Membrane	BSU31550()	Plasma_Membrane	s
BSU33280-MONOMER	Plasma_Membrane	BSU33280()	Plasma_Membrane	s
BSU01950-MONOMER	Plasma_Membrane	BSU01950()	Plasma_Membrane	s
BSU01560-MONOMER	Plasma_Membrane	BSU01560()	Plasma_Membrane	s
BSU07500-MONOMER	Plasma_Membrane	BSU07500()	Plasma_Membrane	s
BSU03420-MONOMER	Plasma_Membrane	BSU03420()	Plasma_Membrane	s
BSU36810-MONOMER	Plasma_Membrane	BSU36810()	Plasma_Membrane	s
BSU38810-MONOMER	Plasma_Membrane	BSU38810()	Plasma_Membrane	s
BSU15810-MONOMER	Plasma_Membrane	BSU15810()	Plasma_Membrane	s
BSU29530-MONOMER	Plasma_Membrane	BSU29530()	Plasma_Membrane	s
BSU33140-MONOMER	Plasma_Membrane	BSU33140()	Plasma_Membrane	s
BSU14030-MONOMER	Plasma_Membrane	BSU14030()	Plasma_Membrane	s
BSU33490-MONOMER	Plasma_Membrane	BSU33490()	Plasma_Membrane	s
BSU07490-MONOMER	Plasma_Membrane	BSU07490()	Plasma_Membrane	s
BSU36800-MONOMER	Plasma_Membrane	BSU36800()	Plasma_Membrane	s
BSU27729-MONOMER	Plasma_Membrane	BSU27729()	Plasma_Membrane	s
BSU40400-MONOMER	Plasma_Membrane	BSU40400()	Plasma_Membrane	s
BSU25700-MONOMER	Plasma_Membrane	BSU25700()	Plasma_Membrane	s
BSU40760-MONOMER	Plasma_Membrane	BSU40760()	Plasma_Membrane	s
BSU12140-MONOMER	Plasma_Membrane	BSU12140()	Plasma_Membrane	s
BSU17699-MONOMER	Plasma_Membrane	BSU17699()	Plasma_Membrane	s
BSU15650-MONOMER	Plasma_Membrane	BSU15650()	Plasma_Membrane	s
BSU29380-MONOMER	Plasma_Membrane	BSU29380()	Plasma_Membrane	s
BSU29370-MONOMER	Plasma_Membrane	BSU29370()	Plasma_Membrane	s
BSU33000-MONOMER	Plasma_Membrane	BSU33000()	Plasma_Membrane	s
BSU07320-MONOMER	Plasma_Membrane	BSU07320()	Plasma_Membrane	s
BSU34980-MONOMER	Plasma_Membrane	BSU34980()	Plasma_Membrane	s
BSU33330-MONOMER	Plasma_Membrane	BSU33330()	Plasma_Membrane	s
BSU07710-MONOMER	Plasma_Membrane	BSU07710()	Plasma_Membrane	s
BSU09370-MONOMER	Cell_Wall	BSU09370()	Cell_Wall	s
BSU01610-MONOMER	Plasma_Membrane	BSU01610()	Plasma_Membrane	s
BSU11040-MONOMER	Plasma_Membrane	BSU11040()	Plasma_Membrane	s
BSU38650-MONOMER	Plasma_Membrane	BSU38650()	Plasma_Membrane	s
BSU21920-MONOMER	Plasma_Membrane	BSU21920()	Plasma_Membrane	s
BSU25910-MONOMER	Plasma_Membrane	BSU25910()	Plasma_Membrane	s
BSU11055-MONOMER	Plasma_Membrane	BSU11055()	Plasma_Membrane	s
BSU03950-MONOMER	Plasma_Membrane	BSU03950()	Plasma_Membrane	s
BSU25510-MONOMER	Plasma_Membrane	BSU25510()	Plasma_Membrane	s
BSU40259-MONOMER	Plasma_Membrane	BSU40259()	Plasma_Membrane	s
BSU07110-MONOMER	Plasma_Membrane	BSU07110()	Plasma_Membrane	s
BSU01450-MONOMER	Plasma_Membrane	BSU01450()	Plasma_Membrane	s
BSU36850-MONOMER	Plasma_Membrane	BSU36850()	Plasma_Membrane	s
BSU36450-MONOMER	Plasma_Membrane	BSU36450()	Plasma_Membrane	s
BSU17550-MONOMER	Plasma_Membrane	BSU17550()	Plasma_Membrane	s
BSU31260-MONOMER	Plasma_Membrane	BSU31260()	Plasma_Membrane	s
BSU25740-MONOMER	Plasma_Membrane	BSU25740()	Plasma_Membrane	s
BSU21730-MONOMER	Plasma_Membrane	BSU21730()	Plasma_Membrane	s
BSU25350-MONOMER	Plasma_Membrane	BSU25350()	Plasma_Membrane	s
BSU34820-MONOMER	Plasma_Membrane	BSU34820()	Plasma_Membrane	s
BSU15300-MONOMER	Extracellular_Space	BSU15300()	Extracellular_Space	s
BSU29040-MONOMER	Plasma_Membrane	BSU29040()	Plasma_Membrane	s
BSU06950-MONOMER	Plasma_Membrane	BSU06950()	Plasma_Membrane	s
BSU03110-MONOMER	Plasma_Membrane	BSU03110()	Plasma_Membrane	s
BSU38490-MONOMER	Plasma_Membrane	BSU38490()	Plasma_Membrane	s
BSU07120-MONOMER	Plasma_Membrane	BSU07120()	Plasma_Membrane	s
BSU39930-MONOMER	Plasma_Membrane	BSU39930()	Plasma_Membrane	s
BSU36460-MONOMER	Extracellular_Space	BSU36460()	Extracellular_Space	s
BSU29260-MONOMER	Plasma_Membrane	BSU29260()	Plasma_Membrane	s
BSU29240-MONOMER	Plasma_Membrane	BSU29240()	Plasma_Membrane	s
BSU27430-MONOMER	Plasma_Membrane	BSU27430()	Plasma_Membrane	s
BSU36500-MONOMER	Plasma_Membrane	BSU36500()	Plasma_Membrane	s
BSU31100-MONOMER	Plasma_Membrane	BSU31100()	Plasma_Membrane	s
BSU28710-MONOMER	Plasma_Membrane	BSU28710()	Plasma_Membrane	s
BSU15310-MONOMER	Plasma_Membrane	BSU15310()	Plasma_Membrane	s
BSU06650-MONOMER	Plasma_Membrane	BSU06650()	Plasma_Membrane	s
BSU02950-MONOMER	Plasma_Membrane	BSU02950()	Plasma_Membrane	s
BSU10370-MONOMER	Plasma_Membrane	BSU10370()	Plasma_Membrane	s
BSU18100-MONOMER	Plasma_Membrane	BSU18100()	Plasma_Membrane	s
BSU39610-MONOMER	Plasma_Membrane	BSU39610()	Plasma_Membrane	s
BSU38330-MONOMER	Plasma_Membrane	BSU38330()	Plasma_Membrane	s
BSU21610-MONOMER	Plasma_Membrane	BSU21610()	Plasma_Membrane	s
BSU15190-MONOMER	Plasma_Membrane	BSU15190()	Plasma_Membrane	s
BSU28930-MONOMER	Plasma_Membrane	BSU28930()	Plasma_Membrane	s
BSU35820-MONOMER	Plasma_Membrane	BSU35820()	Plasma_Membrane	s
BSU39940-MONOMER	Extracellular_Space	BSU39940()	Extracellular_Space	s
BSU05230-MONOMER	Plasma_Membrane	BSU05230()	Plasma_Membrane	s
BSU10580-MONOMER	Plasma_Membrane	BSU10580()	Plasma_Membrane	s
BSU17230-MONOMER	Plasma_Membrane	BSU17230()	Plasma_Membrane	s
BSU24750-MONOMER	Plasma_Membrane	BSU24750()	Plasma_Membrane	s
BSU15150-MONOMER	Plasma_Membrane	BSU15150()	Plasma_Membrane	s
BSU32070-MONOMER	Plasma_Membrane	BSU32070()	Plasma_Membrane	s
BSU08890-MONOMER	Plasma_Membrane	BSU08890()	Plasma_Membrane	s
BSU10040-MONOMER	Plasma_Membrane	BSU10040()	Plasma_Membrane	s
BSU36030-MONOMER	Plasma_Membrane	BSU36030()	Plasma_Membrane	s
BSU39330-MONOMER	Extracellular_Space	BSU39330()	Extracellular_Space	s
BSU38180-MONOMER	Plasma_Membrane	BSU38180()	Plasma_Membrane	s
BSU14880-MONOMER	Plasma_Membrane	BSU14880()	Plasma_Membrane	s
BSU13440-MONOMER	Plasma_Membrane	BSU13440()	Plasma_Membrane	s
BSU06200-MONOMER	Plasma_Membrane	BSU06200()	Plasma_Membrane	s
BSU24960-MONOMER	Plasma_Membrane	BSU24960()	Plasma_Membrane	s
BSU00100-MONOMER	Cell_Wall	BSU00100()	Cell_Wall	s
BSU28600-MONOMER	Plasma_Membrane	BSU28600()	Plasma_Membrane	s
BSU23440-MONOMER	Plasma_Membrane	BSU23440()	Plasma_Membrane	s
BSU31910-MONOMER	Extracellular_Space	BSU31910()	Extracellular_Space	s
BSU06550-MONOMER	Plasma_Membrane	BSU06550()	Plasma_Membrane	s
BSU09890-MONOMER	Plasma_Membrane	BSU09890()	Plasma_Membrane	s
BSU05090-MONOMER	Plasma_Membrane	BSU05090()	Plasma_Membrane	s
BSU39500-MONOMER	Plasma_Membrane	BSU39500()	Plasma_Membrane	s
BSU17060-MONOMER	Plasma_Membrane	BSU17060()	Plasma_Membrane	s
BSU14370-MONOMER	Plasma_Membrane	BSU14370()	Plasma_Membrane	s
BSU21410-MONOMER	Extracellular_Space	BSU21410()	Extracellular_Space	s
BSU28070-MONOMER	Plasma_Membrane	BSU28070()	Plasma_Membrane	s
BSU14720-MONOMER	Plasma_Membrane	BSU14720()	Plasma_Membrane	s
BSU24800-MONOMER	Plasma_Membrane	BSU24800()	Plasma_Membrane	s
BSU34350-MONOMER	Plasma_Membrane	BSU34350()	Plasma_Membrane	s
BSU25080-MONOMER	Plasma_Membrane	BSU25080()	Plasma_Membrane	s
BSU08740-MONOMER	Plasma_Membrane	BSU08740()	Plasma_Membrane	s
BSU32120-MONOMER	Plasma_Membrane	BSU32120()	Plasma_Membrane	s
BSU02630-MONOMER	Plasma_Membrane	BSU02630()	Plasma_Membrane	s
BSU35710-MONOMER	Plasma_Membrane	BSU35710()	Plasma_Membrane	s
BSU39000-MONOMER	Plasma_Membrane	BSU39000()	Plasma_Membrane	s
BSU06660-MONOMER	Plasma_Membrane	BSU06660()	Plasma_Membrane	s
BSU11090-MONOMER	Plasma_Membrane	BSU11090()	Plasma_Membrane	s
BSU14210-MONOMER	Plasma_Membrane	BSU14210()	Plasma_Membrane	s
BSU20999-MONOMER	Plasma_Membrane	BSU20999()	Plasma_Membrane	s
BSU14570-MONOMER	Plasma_Membrane	BSU14570()	Plasma_Membrane	s
BSU24640-MONOMER	Cell_Wall	BSU24640()	Cell_Wall	s
BSU31580-MONOMER	Plasma_Membrane	BSU31580()	Plasma_Membrane	s
BSU10380-MONOMER	Plasma_Membrane	BSU10380()	Plasma_Membrane	s
BSU38840-MONOMER	Plasma_Membrane	BSU38840()	Plasma_Membrane	s
BSU11360-MONOMER	Plasma_Membrane	BSU11360()	Plasma_Membrane	s
BSU09940-MONOMER	Plasma_Membrane	BSU09940()	Plasma_Membrane	s
BSU03800-MONOMER	Plasma_Membrane	BSU03800()	Plasma_Membrane	s
BSU04930-MONOMER	Plasma_Membrane	BSU04930()	Plasma_Membrane	s
BSU24100-MONOMER	Plasma_Membrane	BSU24100()	Plasma_Membrane	s
BSU14420-MONOMER	Plasma_Membrane	BSU14420()	Plasma_Membrane	s
BSU24480-MONOMER	Plasma_Membrane	BSU24480()	Plasma_Membrane	s
BSU08580-MONOMER	Plasma_Membrane	BSU08580()	Plasma_Membrane	s
BSU38680-MONOMER	Plasma_Membrane	BSU38680()	Plasma_Membrane	s
BSU09780-MONOMER	Plasma_Membrane	BSU09780()	Plasma_Membrane	s
BSU02480-MONOMER	Plasma_Membrane	BSU02480()	Plasma_Membrane	s
BSU20330-MONOMER	Plasma_Membrane	BSU20330()	Plasma_Membrane	s
BSU00430-MONOMER	Cell_Wall	BSU00430()	Cell_Wall	s
BSU39060-MONOMER	Plasma_Membrane	BSU39060()	Plasma_Membrane	s
BSU05540-MONOMER	Plasma_Membrane	BSU05540()	Plasma_Membrane	s
BSU35830-MONOMER	Plasma_Membrane	BSU35830()	Plasma_Membrane	s
BSU17570-MONOMER	Plasma_Membrane	BSU17570()	Plasma_Membrane	s
BSU10220-MONOMER	Plasma_Membrane	BSU10220()	Plasma_Membrane	s
BSU34850-MONOMER	Plasma_Membrane	BSU34850()	Plasma_Membrane	s
BSU17930-MONOMER	Plasma_Membrane	BSU17930()	Plasma_Membrane	s
BSU31630-MONOMER	Plasma_Membrane	BSU31630()	Plasma_Membrane	s
BSU03140-MONOMER	Plasma_Membrane	BSU03140()	Plasma_Membrane	s
BSU35220-MONOMER	Plasma_Membrane	BSU35220()	Plasma_Membrane	s
BSU38510-MONOMER	Plasma_Membrane	BSU38510()	Plasma_Membrane	s
BSU38890-MONOMER	Plasma_Membrane	BSU38890()	Plasma_Membrane	s
BSU13780-MONOMER	Cell_Wall	BSU13780()	Cell_Wall	s
BSU27460-MONOMER	Plasma_Membrane	BSU27460()	Plasma_Membrane	s
BSU05408-MONOMER	Plasma_Membrane	BSU05408()	Plasma_Membrane	s
BSU27809-MONOMER	Plasma_Membrane	BSU27809()	Plasma_Membrane	s
BSU31130-MONOMER	Plasma_Membrane	BSU31130()	Plasma_Membrane	s
BSU06350-MONOMER	Plasma_Membrane	BSU06350()	Plasma_Membrane	s
BSU17770-MONOMER	Plasma_Membrane	BSU17770()	Plasma_Membrane	s
BSU34700-MONOMER	Plasma_Membrane	BSU34700()	Plasma_Membrane	s
BSU02980-MONOMER	Plasma_Membrane	BSU02980()	Plasma_Membrane	s
BSU32080-MONOMER	Plasma_Membrane	BSU32080()	Plasma_Membrane	s
BSU03350-MONOMER	Plasma_Membrane	BSU03350()	Plasma_Membrane	s
BSU38730-MONOMER	Plasma_Membrane	BSU38730()	Plasma_Membrane	s
BSU37700-MONOMER	Plasma_Membrane	BSU37700()	Plasma_Membrane	s
BSU27300-MONOMER	Plasma_Membrane	BSU27300()	Plasma_Membrane	s
BSU10050-MONOMER	Plasma_Membrane	BSU10050()	Plasma_Membrane	s
BSU27650-MONOMER	Plasma_Membrane	BSU27650()	Plasma_Membrane	s
BSU05590-MONOMER	Plasma_Membrane	BSU05590()	Plasma_Membrane	s
BSU17620-MONOMER	Plasma_Membrane	BSU17620()	Plasma_Membrane	s
BSU20960-MONOMER	Plasma_Membrane	BSU20960()	Plasma_Membrane	s
BSU31321-MONOMER	Plasma_Membrane	BSU31321()	Plasma_Membrane	s
BSU38210-MONOMER	Plasma_Membrane	BSU38210()	Plasma_Membrane	s
BSU22940-MONOMER	Plasma_Membrane	BSU22940()	Plasma_Membrane	s
BSU26620-MONOMER	Plasma_Membrane	BSU26620()	Plasma_Membrane	s
BSU27140-MONOMER	Plasma_Membrane	BSU27140()	Plasma_Membrane	s
BSU05109-MONOMER	Plasma_Membrane	BSU05109()	Plasma_Membrane	s
BSU17470-MONOMER	Plasma_Membrane	BSU17470()	Plasma_Membrane	s
BSU38050-MONOMER	Plasma_Membrane	BSU38050()	Plasma_Membrane	s
BSU35500-MONOMER	Plasma_Membrane	BSU35500()	Plasma_Membrane	s
BSU09120-MONOMER	Plasma_Membrane	BSU09120()	Plasma_Membrane	s
BSU09900-MONOMER	Plasma_Membrane	BSU09900()	Plasma_Membrane	s
BSU38410-MONOMER	Plasma_Membrane	BSU38410()	Plasma_Membrane	s
BSU13310-MONOMER	Plasma_Membrane	BSU13310()	Plasma_Membrane	s
BSU04960-MONOMER	Plasma_Membrane	BSU04960()	Plasma_Membrane	s
BSU05310-MONOMER	Plasma_Membrane	BSU05310()	Plasma_Membrane	s
BSU30659-MONOMER	Plasma_Membrane	BSU30659()	Plasma_Membrane	s
BSU17310-MONOMER	Plasma_Membrane	BSU17310()	Plasma_Membrane	s
BSU31020-MONOMER	Plasma_Membrane	BSU31020()	Plasma_Membrane	s
BSU08610-MONOMER	Plasma_Membrane	BSU08610()	Plasma_Membrane	s
BSU34590-MONOMER	Plasma_Membrane	BSU34590()	Plasma_Membrane	s
BSU12810-MONOMER	Extracellular_Space	BSU12810()	Extracellular_Space	s
BSU24440-MONOMER	Plasma_Membrane	BSU24440()	Plasma_Membrane	s
BSU02870-MONOMER	Plasma_Membrane	BSU02870()	Plasma_Membrane	s
BSU22800-MONOMER	Cell_Wall	BSU22800()	Cell_Wall	s
BSU23150-MONOMER	Plasma_Membrane	BSU23150()	Plasma_Membrane	s
BSU23519-MONOMER	Plasma_Membrane	BSU23519()	Plasma_Membrane	s
BSU16390-MONOMER	Plasma_Membrane	BSU16390()	Plasma_Membrane	s
BSU30135-MONOMER	Plasma_Membrane	BSU30135()	Plasma_Membrane	s
BSU08450-MONOMER	Plasma_Membrane	BSU08450()	Plasma_Membrane	s
BSU35340-MONOMER	Extracellular_Space	BSU35340()	Extracellular_Space	s
BSU02350-MONOMER	Plasma_Membrane	BSU02350()	Plasma_Membrane	s
BSU02710-MONOMER	Plasma_Membrane	BSU02710()	Plasma_Membrane	s
BSU33700-MONOMER	Plasma_Membrane	BSU33700()	Plasma_Membrane	s
BSU27030-MONOMER	Extracellular_Space	BSU27030()	Extracellular_Space	s
BSU26650-MONOMER	Plasma_Membrane	BSU26650()	Plasma_Membrane	s
BSU37380-MONOMER	Plasma_Membrane	BSU37380()	Plasma_Membrane	s
BSU30330-MONOMER	Plasma_Membrane	BSU30330()	Plasma_Membrane	s
BSU34265-MONOMER	Plasma_Membrane	BSU34265()	Plasma_Membrane	s
BSU02560-MONOMER	Plasma_Membrane	BSU02560()	Plasma_Membrane	s
BSU02190-MONOMER	Plasma_Membrane	BSU02190()	Plasma_Membrane	s
BSU37940-MONOMER	Plasma_Membrane	BSU37940()	Plasma_Membrane	s
BSU37570-MONOMER	Plasma_Membrane	BSU37570()	Plasma_Membrane	s
BSU19610-MONOMER	Plasma_Membrane	BSU19610()	Plasma_Membrane	s
BSU12840-MONOMER	Plasma_Membrane	BSU12840()	Plasma_Membrane	s
BSU26490-MONOMER	Plasma_Membrane	BSU26490()	Plasma_Membrane	s
BSU04300-MONOMER	Plasma_Membrane	BSU04300()	Plasma_Membrane	s
BSU31590-MONOMER	Plasma_Membrane	BSU31590()	Plasma_Membrane	s
BSU16240-MONOMER	Plasma_Membrane	BSU16240()	Plasma_Membrane	s
BSU30170-MONOMER	Plasma_Membrane	BSU30170()	Plasma_Membrane	s
BSU35180-MONOMER	Plasma_Membrane	BSU35180()	Plasma_Membrane	s
BSU33730-MONOMER	Plasma_Membrane	BSU33730()	Plasma_Membrane	s
BSU08120-MONOMER	Plasma_Membrane	BSU08120()	Plasma_Membrane	s
BSU02400-MONOMER	Plasma_Membrane	BSU02400()	Plasma_Membrane	s
BSU37780-MONOMER	Plasma_Membrane	BSU37780()	Plasma_Membrane	s
BSU38850-MONOMER	Extracellular_Space	BSU38850()	Extracellular_Space	s
BSU01830-MONOMER	Plasma_Membrane	BSU01830()	Plasma_Membrane	s
BSU26700-MONOMER	Plasma_Membrane	BSU26700()	Plasma_Membrane	s
BSU37220-MONOMER	Plasma_Membrane	BSU37220()	Plasma_Membrane	s
BSU30380-MONOMER	Plasma_Membrane	BSU30380()	Plasma_Membrane	s
BSU29990-MONOMER	Plasma_Membrane	BSU29990()	Plasma_Membrane	s
BSU24110-MONOMER	Plasma_Membrane	BSU24110()	Plasma_Membrane	s
BSU33570-MONOMER	Plasma_Membrane	BSU33570()	Plasma_Membrane	s
BSU08330-MONOMER	Plasma_Membrane	BSU08330()	Plasma_Membrane	s
BSU40810-MONOMER	Plasma_Membrane	BSU40810()	Plasma_Membrane	s
BSU27760-MONOMER	Plasma_Membrane	BSU27760()	Plasma_Membrane	s
BSU02240-MONOMER	Extracellular_Space	BSU02240()	Extracellular_Space	s
BSU37250-MONOMER	Plasma_Membrane	BSU37250()	Plasma_Membrane	s
BSU05710-MONOMER	Cell_Wall	BSU05710()	Cell_Wall	s
BSU40840-MONOMER	Plasma_Membrane	BSU40840()	Plasma_Membrane	s
BSU12890-MONOMER	Plasma_Membrane	BSU12890()	Plasma_Membrane	s
BSU22510-MONOMER	Plasma_Membrane	BSU22510()	Plasma_Membrane	s
BSU26160-MONOMER	Plasma_Membrane	BSU26160()	Plasma_Membrane	s
BSU04540-MONOMER	Plasma_Membrane	BSU04540()	Plasma_Membrane	s
BSU04140-MONOMER	Plasma_Membrane	BSU04140()	Plasma_Membrane	s
BSU16080-MONOMER	Plasma_Membrane	BSU16080()	Plasma_Membrane	s
BSU33780-MONOMER	Plasma_Membrane	BSU33780()	Plasma_Membrane	s
BSU07800-MONOMER	Plasma_Membrane	BSU07800()	Plasma_Membrane	s
BSU33380-MONOMER	Plasma_Membrane	BSU33380()	Plasma_Membrane	s
BSU38690-MONOMER	Plasma_Membrane	BSU38690()	Plasma_Membrane	s
BSU41040-MONOMER	Plasma_Membrane	BSU41040()	Plasma_Membrane	s
BSU07770-MONOMER	Plasma_Membrane	BSU07770()	Plasma_Membrane	s
BSU01660-MONOMER	Cell_Wall	BSU01660()	Cell_Wall	s
BSU26360-MONOMER	Plasma_Membrane	BSU26360()	Plasma_Membrane	s
BSU23950-MONOMER	Plasma_Membrane	BSU23950()	Plasma_Membrane	s
BSU16310-MONOMER	Plasma_Membrane	BSU16310()	Plasma_Membrane	s
BSU15950-MONOMER	Plasma_Membrane	BSU15950()	Plasma_Membrane	s
BSU30050-MONOMER	Plasma_Membrane	BSU30050()	Plasma_Membrane	s
BSU33250-MONOMER	Plasma_Membrane	BSU33250()	Plasma_Membrane	s
BSU01910-MONOMER	Extracellular_Space	BSU01910()	Extracellular_Space	s
BSU01530-MONOMER	Extracellular_Space	BSU01530()	Extracellular_Space	s
BSU37300-MONOMER	Plasma_Membrane	BSU37300()	Plasma_Membrane	s
BSU17580-MONOMER	Plasma_Membrane	BSU17580()	Plasma_Membrane	s
BSU18670-MONOMER	Cell_Wall	BSU18670()	Cell_Wall	s
BSU22320-MONOMER	Plasma_Membrane	BSU22320()	Plasma_Membrane	s
BSU40529-MONOMER	Plasma_Membrane	BSU40529()	Plasma_Membrane	s
BSU12610-MONOMER	Extracellular_Space	BSU12610()	Extracellular_Space	s
BSU12260-MONOMER	Plasma_Membrane	BSU12260()	Plasma_Membrane	s
BSU22560-MONOMER	Plasma_Membrane	BSU22560()	Plasma_Membrane	s
BSU33460-MONOMER	Plasma_Membrane	BSU33460()	Plasma_Membrane	s
BSU38530-MONOMER	Plasma_Membrane	BSU38530()	Plasma_Membrane	s
BSU01740-MONOMER	Plasma_Membrane	BSU01740()	Plasma_Membrane	s
BSU22040-MONOMER	Plasma_Membrane	BSU22040()	Plasma_Membrane	s
BSU26050-MONOMER	Plasma_Membrane	BSU26050()	Plasma_Membrane	s
BSU04060-MONOMER	Plasma_Membrane	BSU04060()	Plasma_Membrane	s
BSU29340-MONOMER	Plasma_Membrane	BSU29340()	Plasma_Membrane	s
BSU18650-MONOMER	Extracellular_Space	BSU18650()	Extracellular_Space	s
BSU33300-MONOMER	Plasma_Membrane	BSU33300()	Plasma_Membrane	s
BSU36610-MONOMER	Plasma_Membrane	BSU36610()	Plasma_Membrane	s
BSU01580-MONOMER	Plasma_Membrane	BSU01580()	Plasma_Membrane	s
BSU36980-MONOMER	Plasma_Membrane	BSU36980()	Plasma_Membrane	s
BSU40570-MONOMER	Plasma_Membrane	BSU40570()	Plasma_Membrane	s
BSU12310-MONOMER	Plasma_Membrane	BSU12310()	Plasma_Membrane	s
BSU34710-MONOMER	Plasma_Membrane	BSU34710()	Plasma_Membrane	s
BSU03920-MONOMER	Plasma_Membrane	BSU03920()	Plasma_Membrane	s
BSU02990-MONOMER	Plasma_Membrane	BSU02990()	Plasma_Membrane	s
BSU07510-MONOMER	Plasma_Membrane	BSU07510()	Plasma_Membrane	s
BSU36820-MONOMER	Plasma_Membrane	BSU36820()	Plasma_Membrane	s
BSU13630-MONOMER	Plasma_Membrane	BSU13630()	Plasma_Membrane	s
BSU22090-MONOMER	Plasma_Membrane	BSU22090()	Plasma_Membrane	s
BSU25710-MONOMER	Extracellular_Space	BSU25710()	Extracellular_Space	s
BSU27310-MONOMER	Plasma_Membrane	BSU27310()	Plasma_Membrane	s
BSU33020-MONOMER	Plasma_Membrane	BSU33020()	Plasma_Membrane	s
BSU07340-MONOMER	Plasma_Membrane	BSU07340()	Plasma_Membrane	s
BSU12080-MONOMER	Plasma_Membrane	BSU12080()	Plasma_Membrane	s
BSU17270-MONOMER	Plasma_Membrane	BSU17270()	Plasma_Membrane	s
BSU18410-MONOMER	Extracellular_Space	BSU18410()	Extracellular_Space	s
BSU11070-MONOMER	Plasma_Membrane	BSU11070()	Plasma_Membrane	s
BSU40260-MONOMER	Plasma_Membrane	BSU40260()	Plasma_Membrane	s
BSU12010-MONOMER	Plasma_Membrane	BSU12010()	Plasma_Membrane	s
BSU15480-MONOMER	Plasma_Membrane	BSU15480()	Plasma_Membrane	s
BSU07260-MONOMER	Plasma_Membrane	BSU07260()	Plasma_Membrane	s
BSU36470-MONOMER	Plasma_Membrane	BSU36470()	Plasma_Membrane	s
BSU36550-MONOMER	Plasma_Membrane	BSU36550()	Plasma_Membrane	s
BSU23480-MONOMER	Extracellular_Space	BSU23480()	Extracellular_Space	s
BSU10870-MONOMER	Plasma_Membrane	BSU10870()	Plasma_Membrane	s
BSU40100-MONOMER	Plasma_Membrane	BSU40100()	Plasma_Membrane	s
BSU27150-MONOMER	Plasma_Membrane	BSU27150()	Plasma_Membrane	s
BSU21750-MONOMER	Plasma_Membrane	BSU21750()	Plasma_Membrane	s
BSU25370-MONOMER	Plasma_Membrane	BSU25370()	Plasma_Membrane	s
BSU02690-MONOMER	Periplasm	BSU02690()	Periplasm	s
CPLX8J2-43	Inner_Membrane	BSU38160()	Inner_Membrane	p
CPLX8J2-43	Inner_Membrane	BSU38150()	Inner_Membrane	r
CPLX8J2-43	Inner_Membrane	BSU38170()	Inner_Membrane	p
CPLX_GAMpts-0	Inner_Membrane	BSU02350()	Inner_Membrane	r
CPLX8J2-158	Inner_Membrane	BSU31600()	Inner_Membrane	r
CPLX8J2-102	Inner_Membrane	BSU38760()	Inner_Membrane	r
CPLX8J2-102	Inner_Membrane	BSU38750()	Inner_Membrane	r
CPLX8J2-64	Inner_Membrane	BSU35960()	Periplasm	s
CPLX_DRIBabc-0	Inner_Membrane	BSU35960()	Periplasm	s
CPLX8J2-64	Inner_Membrane	BSU35950()	Inner_Membrane	r
CPLX_DRIBabc-0	Inner_Membrane	BSU35950()	Inner_Membrane	r
CPLX8J2-2	Inner_Membrane	BSU37250()	Inner_Membrane	r
CPLX8J2-26	Inner_Membrane	BSU36800()	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36800()	Inner_Membrane	y
CPLX_ATPS4r-0	Inner_Membrane	BSU36800()	Inner_Membrane	y
CPLX8J2-101	Inner_Membrane	BSU36870()	Inner_Membrane	p
CPLX8J2-25	Inner_Membrane	BSU36870()	Inner_Membrane	p
CPLX_ATPS4r-0	Inner_Membrane	BSU36870()	Inner_Membrane	p
CPLX_SUCpts-1	Inner_Membrane	BSU01680()	Inner_Membrane	r
CPLX8J2-235	Inner_Membrane	BSU23980()	Periplasm	s
CPLX8J2-67	Inner_Membrane	BSU29360()	Inner_Membrane	r
CPLX8J2-71	Inner_Membrane	BSU24970()	Inner_Membrane	r
CPLX8J2-71	Inner_Membrane	BSU24980()	Inner_Membrane	r
CPLX8J2-74	Inner_Membrane	BSU08850()	Inner_Membrane	r
CPLX8J2-74	Inner_Membrane	BSU08840()	Periplasm	s
CPLX_GLCpts-0	Inner_Membrane	BSU13890()	Inner_Membrane	r
CPLX_TREpts-0	Inner_Membrane	BSU07800()	Inner_Membrane	r
CPLX8J2-232	Inner_Membrane	BSU32590()	Inner_Membrane	r
CPLX8J2-76	Inner_Membrane	BSU02990()	Inner_Membrane	p
BSU31930-MONOMER	Inner_Membrane	BSU31930()	Inner_Membrane	r
CPLX_CBL2abc-0	Inner_Membrane	BSU33180()	Periplasm	s
BSU02130-MONOMER	Periplasm	BSU02130()	Periplasm	s
BSU06300-MONOMER	Periplasm	BSU06300()	Periplasm	t
CPLX_FRUpts-1	Inner_Membrane	BSU14400()	Inner_Membrane	r
